#,作者,账号,时间,原文,回复,转发,点赞,浏览,链接
11,Google Gemma,@googlegemma,2026-04-07T13:43:10.000Z,,176,1100,8300,697154,https://x.com/googlegemma/status/2041512106269319328
12,yazin,@yazins,2026-04-07T05:18:27.000Z,"you don't get how good Gemma 4 is... 

it's gpt5 level performance that runs entirely ON YOUR PHONE

this was SOTA just 8 months ago!",71,76,1200,187670,https://x.com/yazins/status/2041385090693906569
13,Sam Altman,@sama,2026-04-07T23:25:45.000Z,"To celebrate 3 million weekly codex users, we are resetting usage limits.

We will do this every million users up to 10 million.

Happy building!",1000,1200,15000,698902,https://x.com/sama/status/2041658719839383945
14,Tibo,@thsottiaux,2026-04-07T23:13:48.000Z,"Three million people are now using Codex weekly - up from two million a little under a month ago. Incredible to see the growth. Thank you to all of you and to the ecosystem we’re part of. To celebrate, we’re resetting rate limits so you can keep building, and we’ll reset them",274,338,3000,178165,https://x.com/thsottiaux/status/2041655710346572085
15,cat,@_catwu,2026-04-07T23:12:44.000Z,Run /powerup to learn our team's favorite Claude Code CLI features!,5,16,280,34324,https://x.com/_catwu/status/2041655441864978552
16,Noah Zweben,@noahzweben,2026-04-07T23:10:52.000Z,"/autofix-pr now lets you kick off autofix straight from the command line.  

 After finishing up a PR, just run /autofix-pr. It  sends your session to the cloud so the PR autofixer has full context to address CI failures and comments.  

Hugely win for my productivity.",43,133,1300,156137,https://x.com/noahzweben/status/2041654973491245509
17,Noah Zweben,@noahzweben,2026-04-07T23:10:52.000Z,"Update to 2.1.94 to get started. 
http://
Claude.ai subscription is required!",1,,15,4879,https://x.com/noahzweben/status/2041654974804062517
18,Kevin Pietersen,@KP24,2026-04-07T09:34:37.000Z,"Google Gemini is my new personal trainer. The sessions it helps me with are next level! 

It’s UNREAL!!!! 
cc 
@GeminiApp",72,44,1900,146990,https://x.com/KP24/status/2041449558715302294
19,Felix Rieseberg,@felixrieseberg,2026-04-07T18:38:01.000Z,"Let's talk about Claude Mythos Preview.

It's pretty hard to overstate what a step function change this model has been inside Anthropic. Its ability to identify security vulnerabilities feels like a meaningful shift in model capabilities. To me, it feels like another GPT-3",19,33,413,26785,https://x.com/felixrieseberg/status/2041586309966524919
20,Noah Zweben,@noahzweben,2026-04-07T23:00:01.000Z,"Aww thanks 
@michlimlim
 - go check out the awesome work Michelle is doing on Flint! 

She's brilliant and shipping an incredibly needed product.",,,5,3186,https://x.com/noahzweben/status/2041652244257632589
21,Google for Developers,@googledevs,2026-04-07T23:00:00.000Z,Explore the updated Android Bench results to find the best-performing models for your workflow.,1,3,28,5493,https://x.com/googledevs/status/2041652239161262568
22,OpenAI Newsroom,@OpenAINewsroom,2026-04-07T22:44:12.000Z,"Today, at the eleventh hour, Elon lodged a court filing pretending to change his tune about attacking the nonprofit OpenAI Foundation.

The truth is that this case has always been about Elon generating more power and more money for what he wants. Having increasingly realized that",349,205,1900,373055,https://x.com/OpenAINewsroom/status/2041648263078801765
23,Google AI Developers,@googleaidevs,2026-04-07T22:07:36.000Z,"We’ve seen some impressive use cases for Gemma 4

Here are a few of them",17,75,1100,152595,https://x.com/googleaidevs/status/2041639052496232899
24,Google AI Developers,@googleaidevs,2026-04-07T22:07:38.000Z,Use skills like Google Maps,1,,55,17106,https://x.com/googleaidevs/status/2041639061644030078
25,Google AI Developers,@googleaidevs,2026-04-07T22:07:39.000Z,Transcribe audio locally,1,1,45,23130,https://x.com/googleaidevs/status/2041639064152240342
26,Google AI,@GoogleAI,2026-04-07T22:02:22.000Z,"Curious about vibe coding? Or are you already shipping apps and just want an easier way to explain your new favorite hobby to your friends, parents, grandparents, etc.? 

Either way, this video is for you",18,12,111,19263,https://x.com/GoogleAI/status/2041637733634912321
27,Google AI,@GoogleAI,2026-04-07T22:02:22.000Z,"And if you'd rather watch on YouTube, here’s the link:",,3,14,17003,https://x.com/GoogleAI/status/2041637736382160925
28,Marci Shore,@marci_shore,2026-04-07T15:19:09.000Z,"I've taught European history for 30 years. Americans have always asked me how the Holocaust was possible, how Germans could have enabled a madman reveling in mass murder to carry out his plans. Now we can see in real time how this is enabled; now we have front-row seats.",3600,29000,84000,1419114,https://x.com/marci_shore/status/2041536262314553784
29,FFmpeg,@FFmpeg,2026-04-07T19:15:44.000Z,"Thank you to 
@AnthropicAI
 for sending FFmpeg patches",92,603,11000,745768,https://x.com/FFmpeg/status/2041595801483264002
30,Google Research,@GoogleResearch,2026-04-07T21:01:26.000Z,Applications for the global Google PhD Fellowship Program are open! Fellowships directly support graduate students doing exceptional and innovative research in computer science and related fields as they pursue their PhD. Learn more and apply by April 30 at,5,45,319,24233,https://x.com/GoogleResearch/status/2041622400685764976
31,Google for Developers,@googledevs,2026-04-07T21:00:00.000Z,"Accelerate ML workflows using 
@NVIDIA
 CUDA-X libraries on 
@GoogleCloud
 with a single extension-loading command. 

Learn more in a new pathway through the #GoogleDeveloperProgram → 
https://
goo.gle/41jeHU8",2,15,101,5809,https://x.com/googledevs/status/2041622039648231704
32,Google for Developers,@googledevs,2026-03-31T16:30:23.000Z,"Meet Veo 3.1 Lite 

Our most cost-effective video generation model is now available in the Gemini API and 
@GoogleAIStudio
. Veo 3.1 Lite lets devs rapidly iterate and scale high-volume video apps at roughly 1/2 the cost of Veo 3.1 Fast at the same speed.",13,27,264,40948,https://x.com/googledevs/status/2039017475728372169
33,Google for Developers,@googledevs,2026-03-31T16:30:43.000Z,Start building today:,2,2,16,7784,https://x.com/googledevs/status/2039017559459312070
34,Google for Developers,@googledevs,2026-04-07T20:50:09.000Z,"As promised, reduced pricing for Veo 3.1 Fast is here ↓",,1,5,4481,https://x.com/googledevs/status/2041619560181461050
35,OpenAI Newsroom,@OpenAINewsroom,2026-04-07T20:46:37.000Z,"Sam Altman on why this moment reminds him of early 2020. 

Full conversation at 
https://
forum.openai.com/public/videos/
event-replay-sam-altman-on-building-the-future-of-ai-2026-04-06
…",63,52,684,66036,https://x.com/OpenAINewsroom/status/2041618671236469200
36,Flow by Google,@FlowbyGoogle,2026-04-07T20:21:42.000Z,"A truly out of this world roadtrip 

We love seeing the amazing work that is created using Nano Banana and Veo in Flow. Check out this partnership between 
@GoogleMaps
 and 
@julienvallee
, one of our Flow Sessions artists!",5,4,54,4187,https://x.com/FlowbyGoogle/status/2041612400911380567
37,OpenAI Developers,@OpenAIDevs,2026-04-07T20:16:05.000Z,"We’re retiring older models in Codex when you sign in to Codex with your ChatGPT account on April 14:

• gpt-5.2-codex
• gpt-5.1-codex-mini
• gpt-5.1-codex-max
• gpt-5.1-codex
• gpt-5.1
• gpt-5",124,156,2900,220477,https://x.com/OpenAIDevs/status/2041610989607727164
38,OpenAI Developers,@OpenAIDevs,2026-04-07T20:16:08.000Z,"Need one of the older models after the deprecation? Use Codex with your own API key.

After April 14, Codex with ChatGPT sign-in will support these models:
• gpt-5.4
• gpt-5.4-mini
• gpt-5.3-codex
• gpt-5.3-codex-spark (Pro only)
• gpt-5.2",13,7,170,30502,https://x.com/OpenAIDevs/status/2041611001410593163
39,Boris Cherny,@bcherny,2026-04-07T19:55:41.000Z,"Mythos is very powerful, and should feel terrifying. I am proud of our approach to responsibly preview it with cyber defenders, rather than generally releasing it into the wild.

Model card here: 
https://
www-cdn.anthropic.com/53566bf5440a10
affd749724787c8913a2ae0841.pdf
…",436,595,7200,778074,https://x.com/bcherny/status/2041605852382351666
40,Google Maps,@googlemaps,2026-04-06T22:20:38.000Z,"We’ve combined the real-world understanding of Google Maps with our most capable Gemini models to fundamentally change how you explore. 

From finding the perfect cozy vibe for date night to the best way to get there, Maps does the heavy lifting so you don’t have to. Ask Maps",17,22,198,49692,https://x.com/googlemaps/status/2041279946237296962
41,Seán Ó hÉigeartaigh,@S_OhEigeartaigh,2026-04-07T13:11:18.000Z,"I try not to comment on non-AI politics as much as I can, but ""a whole civilization will die tonight"" is deeply, historically awful, and shouldn't just be dismissed as brinkmanship rhetoric. No leader of a modern, civilised nation, should threaten such a thing, and if it happens",9,44,508,27817,https://x.com/S_OhEigeartaigh/status/2041504086911000985
42,pash,@pashmerepat,2026-04-07T19:13:25.000Z,"Just switched my lobstar to use codex instead of claude.

openclaw models auth login --provider openai-codex --set-default",31,59,308,38280,https://x.com/pashmerepat/status/2041595218462662694
43,Kevin Weil,@kevinweil,2026-04-07T19:01:00.000Z,"Btw: 
@hemal
 built this as a simple skill in a few hours, since Prism is powered by Codex. More to come.

And if you love the idea of building AI-native products to accelerate science, we're hiring a lead designer for Prism: apply here! 
https://
jobs.ashbyhq.com/openai/7e265ae
e-6842-4fc1-bf28-1df3ea4ee013
…",4,7,74,12130,https://x.com/kevinweil/status/2041592093718749659
44,Google Cloud Tech,@GoogleCloudTech,2026-04-07T17:09:36.000Z,"340,000,000 rows of data. CPU: 60 seconds.  

NVIDIA GPU: 100 ms. 

Tune in to this week’s livestream to see how we’re bringing gaming-level speed to everyday data science workflows.",5,10,64,7573,https://x.com/GoogleCloudTech/status/2041564059439333810
45,The Linux Foundation,@linuxfoundation,2026-04-07T18:11:50.000Z,"The Linux Foundation is proud to partner with Anthropic to reduce the security burden on open source software maintainers. Together, we are putting powerful AI cybersecurity capabilities directly into the hands of those who secure the infrastructure the world runs on.",14,80,874,42298,https://x.com/linuxfoundation/status/2041579717435015321
46,GoogleTrends,@GoogleTrends,2026-04-07T18:51:17.000Z,"Move over, sage green! 2026 wedding colors are shifting from earthy and muted to bold and bright! Search interest in chartreuse is at an all-time high, and chartreuse and burgundy are the top-trending wedding colors searched in the past month.",,,5,1950,https://x.com/GoogleTrends/status/2041589649165185143
47,Anthropic,@AnthropicAI,2026-04-07T18:06:34.000Z,"Introducing Project Glasswing: an urgent initiative to help secure the world’s most critical software.

It’s powered by our newest frontier model, Claude Mythos Preview, which can find software vulnerabilities better than all but the most skilled humans.",1200,7000,28000,14362692,https://x.com/AnthropicAI/status/2041578392852517128
48,Anthropic,@AnthropicAI,2026-04-07T18:06:39.000Z,"You can read a detailed technical report on the software vulnerabilities and exploits discovered by Claude Mythos Preview here: 
https://
red.anthropic.com/2026/mythos-pr
eview
…",21,143,1100,320702,https://x.com/AnthropicAI/status/2041578416487489601
49,Anthropic,@AnthropicAI,2026-04-07T18:15:37.000Z,"The Claude Mythos Preview system card is available here: 
https://
anthropic.com/claude-mythos-
preview-system-card
…",52,313,1700,681460,https://x.com/AnthropicAI/status/2041580670774923517
50,Dario Amodei,@DarioAmodei,2026-04-07T18:14:17.000Z,I’m proud that so many of the world’s leading companies have joined us for Project Glasswing to confront the cyber threat posed by increasingly capable AI systems head-on.,217,478,7700,393301,https://x.com/DarioAmodei/status/2041580334693720511
51,Dario Amodei,@DarioAmodei,2026-04-07T18:14:18.000Z,"The dangers of getting this wrong are obvious, but if we get it right, there is a real opportunity to create a fundamentally more secure internet and world than we had before the advent of AI-powered cyber capabilities.",14,57,838,48250,https://x.com/DarioAmodei/status/2041580341794615631
52,Dario Amodei,@DarioAmodei,2026-04-07T18:14:19.000Z,"Cyber is the first clear and present danger from frontier AI models, but it won’t be the last. If we are able to collectively rise to the challenge and confront this risk, it could serve as a blueprint for addressing the even more difficult challenges that lie ahead of us.",14,37,656,34716,https://x.com/DarioAmodei/status/2041580343472337145
53,Alex Albert,@alexalbert__,2026-04-07T18:12:42.000Z,"We released Claude Opus 4.6 just two months ago. Today we're sharing some info on our new model, Claude Mythos Preview.",772,1900,15000,1981006,https://x.com/alexalbert__/status/2041579938537775160
54,Alex Albert,@alexalbert__,2026-04-07T18:12:45.000Z,Mythos Preview is currently available to our launch partners in Project Glasswing. Learn more about the model and the project here:,55,125,1400,282001,https://x.com/alexalbert__/status/2041579950332113155
55,Alex Albert,@alexalbert__,2026-04-07T18:07:57.000Z,Glasswing is possibly the most consequential event in the AI industry I've seen up close since joining Anthropic almost 3 years ago. It feels like we're at a turning point in history.,101,137,2600,300008,https://x.com/alexalbert__/status/2041578743769280811
56,Kevin Weil,@kevinweil,2026-04-07T17:48:19.000Z,"New in Prism today: Paper Review, an AI workflow for reviewing technical and scientific papers. 

This is the opposite of AI slop: we're using AI to improve scientific rigor, correctness, and reproducibility.",39,66,538,109059,https://x.com/kevinweil/status/2041573799775367525
57,Kevin Weil,@kevinweil,2026-04-07T17:48:19.000Z,"Paper Review is built to act more like a careful technical reviewer than a grammar checker. It looks for issues in math, derivations, notation, units, structure, and whether a paper’s claims are actually supported by the results. It also catches inconsistencies across sections,",2,5,64,4843,https://x.com/kevinweil/status/2041573802212303053
58,Kevin Weil,@kevinweil,2026-04-07T17:48:20.000Z,"Try it out at 
http://
prism.openai.com today and let me know what you think!",,4,39,3509,https://x.com/kevinweil/status/2041573804145799346
59,Google DeepMind,@GoogleDeepMind,2026-04-02T16:03:21.000Z,"Meet Gemma 4: our new family of open models you can run on your own hardware.

Built for advanced reasoning and agentic workflows, we’re releasing them under an Apache 2.0 license. Here’s what’s new",355,1800,8700,3797748,https://x.com/GoogleDeepMind/status/2039735446628925907
60,Evan Morikawa,@E0M,2026-04-07T15:04:59.000Z,The guy who invented VLAs doesn’t use VLAs,1,9,74,10874,https://x.com/E0M/status/2041532697517175093
61,Sundar Pichai,@sundarpichai,2026-04-07T17:14:53.000Z,"T
A
B
S

I
N

C
H
R
O
M
E",328,398,7400,823555,https://x.com/sundarpichai/status/2041565389336014864
62,Google,@Google,2026-04-07T17:12:53.000Z,"Too many 
@GoogleChrome
 tabs open? Try vertical tabs, rolling out now. 

Just right-click any Chrome window and select “Show Tabs Vertically” to move your tabs to the side of the browser window, making it easier to read page titles and manage tab groups.",288,683,3900,1324814,https://x.com/Google/status/2041564884098240833
63,Google,@Google,2026-04-07T17:12:53.000Z,"We’re also introducing immersive reading mode, a new full-page interface for deep focus. Right-click on any page and select “Open in Reading Mode” to remove visual distractions so you can focus on the text.",6,18,413,58615,https://x.com/Google/status/2041564885515935810
64,Google AI Developers,@googleaidevs,2026-03-31T16:16:15.000Z,"Introducing Veo 3.1 Lite, now available via the Gemini API and 
@GoogleAIStudio
. Veo 3.1 Lite supports both Text-to-Video and Image-to-Video, and is less than half the cost of Veo 3.1 Fast.",56,148,858,145978,https://x.com/googleaidevs/status/2039013918312689694
65,Google AI Developers,@googleaidevs,2026-03-31T16:16:16.000Z,Learn more ↓,2,7,45,21652,https://x.com/googleaidevs/status/2039013919994638687
66,Google AI Developers,@googleaidevs,2026-04-07T17:12:41.000Z,"As promised, reduced pricing for Veo 3.1 Fast is here ↓",2,3,11,6242,https://x.com/googleaidevs/status/2041564835662475441
67,Google Gemma,@googlegemma,2026-04-06T20:45:39.000Z,"Gemma 4 can run on phones without an internet connection! 

It can perform local agentic tasks, such as logging and analyzing trends. When connected, it can also make API calls.

Want to try it yourself? Get the Google AI Edge App on iOS or Android. ( Sound on for the demo!)",272,1000,7600,584132,https://x.com/googlegemma/status/2041256042882105666
68,Google for Developers,@googledevs,2026-04-07T17:00:00.000Z,"A new PyTorch-native backend is coming to unlock the power of Google TPUs:

 Run existing PyTorch with minimal code changes.
 Get a 50-100%+ performance boost with Fused Eager mode.

Read the engineering deep dive here: 
https://
goo.gle/4vbTQQl

#TorchTPU #PyTorch #MLOps #AI",7,48,337,15011,https://x.com/googledevs/status/2041561643260211334
69,Romain Huet,@romainhuet,2026-04-07T16:49:19.000Z,"Really loved this conversation with 
@ashebytes
.

Ashe is one of the most original and creative builders in the community.

We talked about building in public, relational intelligence, second brains, and how you can just build things with Codex.

Full episode out later this week!",12,9,132,24432,https://x.com/romainhuet/status/2041558953554014494
70,Francis Foo,@francisfooqh,2026-04-08T04:33:47.000Z,"Everyone needs to read and bookmark this post by 
@lennysan
 and his amazing wife 
@TheRialMichelle
. It's such a refreshing read with super actionable recommendations on how to get out of a creative slump! LOVE it.  Also - get the book too!",,1,1,764,https://x.com/francisfooqh/status/2041736239670526203
71,Nikita Bier,@nikitabier,2023-03-26T14:09:24.000Z,,89,328,7700,732660,https://x.com/nikitabier/status/1639992955191586817
72,Nikita Bier,@nikitabier,2026-04-08T04:25:12.000Z,Ugh…,16,,41,4123,https://x.com/nikitabier/status/2041734077775278370
73,Aaron Levie,@levie,2026-04-08T04:19:22.000Z,"Mythos from Anthropic is another clear reminder that there’s absolutely no wall in model capability progress right now. Meaningful double digit gains on critical benchmarks, and it appears we’re going to keep up getting insane gains from the other labs.

And as coding and tool",5,5,31,5674,https://x.com/levie/status/2041732610179703100
74,Akshay Kothari,@akothari,2026-04-08T02:04:02.000Z,"You can now take the N train in San Francisco to go from Notion office to the Notion Way  (h/t 
@akm_io
)",4,4,158,19864,https://x.com/akothari/status/2041698551429001272
75,Yuchen Jin,@Yuchenj_UW,2026-04-08T04:00:35.000Z,"1 year ago, when “vibe coding” was coined, I was like: no real engineer would build serious projects with AI slop anytime soon.

1 year later, everyone is a vibe coder. Today, Claude Mythos looks like a huge leap, while Opus 4.6 is barely 2 months old!

Scaling laws aren’t",28,15,219,7857,https://x.com/Yuchenj_UW/status/2041727883220283715
76,Frank J. Fleming,@IMAO_,2026-04-07T19:27:39.000Z,Holy crap is this an awesome photo.,140,566,6400,72174,https://x.com/IMAO_/status/2041598799823401100
77,Ali Bey,@alibey_10,2026-04-07T10:33:28.000Z,"Editable chip 

npx shadcn add https://registry .watermelon.sh/r/editable-chip.json",,2,18,971,https://x.com/alibey_10/status/2041464369364586601
78,Ethan Mollick,@emollick,2026-04-07T19:34:09.000Z,Oh no.,43,93,1300,89037,https://x.com/emollick/status/2041600435320959330
79,Ethan Mollick,@emollick,2026-04-08T03:42:05.000Z,Exponentials everywhere.,2,,34,3856,https://x.com/emollick/status/2041723225827062080
80,Justine Moore,@venturetwins,2026-04-08T03:38:48.000Z,"Crazy story about a guy who started feeling congested after a team dinner and asked ChatGPT about it. 

Turns out he randomly developed a shellfish allergy - and ChatGPT caught it and got him to the hospital in time.

He shared the full chat thread, which is wild to read!",15,15,106,11388,https://x.com/venturetwins/status/2041722400489017749
81,Josh Gonsalves,@joshgonsalves_,2026-04-08T03:11:58.000Z,"Wow. 
@NotionHQ
 Custom Agents is incredibly underrated.

It's probably the most approachable AI Agent platform out there today.

I just built an entire e-commerce customer service agent for 
@mylongboi
 that answers all of our emails, recommends products and sizes to customers, and",6,3,22,2733,https://x.com/joshgonsalves_/status/2041715650075238505
82,Kath Korevec,@simpsoka,2026-04-07T15:50:30.000Z,"“I view PM as a fill-in-the-gaps role.”

Love this framing from 
@embirico
. He and I have spent a lot of time talking about what a PM even is, especially as roles keep collapsing.

I’ve often described myself this way, too",4,4,79,11886,https://x.com/simpsoka/status/2041544153000202325
83,Kelsey Piper,@KelseyTuoc,2026-04-08T00:18:57.000Z,"This prediction was dead on, credit to Tenobrus here.",2,31,791,56159,https://x.com/KelseyTuoc/status/2041672107336331652
84,elvis,@omarsar0,2026-04-07T15:12:06.000Z,"NEW paper on multi-agents from Stanford.

More agents, better results, right?

Not so fast.

This paper challenges a core assumption in the multi-agent hype by controlling for what most studies don't: total computation.

It compares single-agent and multi-agent LLM architectures",14,36,182,12290,https://x.com/omarsar0/status/2041534488342360305
85,Daniel San,@dani_avila7,2026-04-08T03:15:33.000Z,"One important point Boris makes in this post: generalize features instead of creating parallel ones

Dev teams are a bit overwhelmed with everything Claude has today

It’s hard for me to keep up, and it’s going to be much harder for someone who isn’t on Twitter seeing all the",1,1,10,1246,https://x.com/dani_avila7/status/2041716550613295609
86,Andrew Carr,@andrew_n_carr,2026-04-08T03:09:05.000Z,"Over under on number of ""you're absolutely right"" in mythos chats?",1,,2,341,https://x.com/andrew_n_carr/status/2041714922439241832
87,Ryan Greenblatt,@RyanPGreenblatt,2026-04-08T02:02:50.000Z,"I don't think Anthropic (or anyone) has an achievable path for keeping risk low if AI proceeds as fast as Anthropic expects (or as fast as I expect).

Anthropic could (and hopefully will) take actions that significantly reduce the risk, but this won't keep risk low.",2,10,85,3860,https://x.com/RyanPGreenblatt/status/2041698250726711764
88,Zechen Zhang,@ZechenZhang5,2026-04-08T02:27:00.000Z,OAI lacks of imagination,,,4,421,https://x.com/ZechenZhang5/status/2041704331905241423
89,Andrew Carr,@andrew_n_carr,2026-04-08T02:15:28.000Z,The Blackwell pretrains go hard,,,8,893,https://x.com/andrew_n_carr/status/2041701431858884882
90,jietang,@jietang,2026-04-08T02:02:02.000Z,"GLM 5.1 is coming 
https://
huggingface.co/zai-org/GLM-5.1. Coding is the cornersone and Long Horizon Task (LHT) is the new feature this time. focus more on 1. memory 2. evolving/continual learning 3. self judge/reflextion.",14,12,134,5654,https://x.com/jietang/status/2041698050306142641
91,jietang,@jietang,2026-04-08T01:58:24.000Z,looks super,2,,11,778,https://x.com/jietang/status/2041697136145002681
92,Sigrid Jin,@realsigridjin,2026-04-08T01:39:04.000Z,"don't build agents at all, build in real life relationships

Trust me",,2,15,1077,https://x.com/realsigridjin/status/2041692270806888511
93,Mckay Wrigley,@mckaywrigley,2026-04-07T22:56:18.000Z,"society needs to grapple with the reality of a mythos-level model being open source in <12 months.

i’m not sure we are prepared.",97,135,1400,784140,https://x.com/mckaywrigley/status/2041651309758275609
94,Mckay Wrigley,@mckaywrigley,2026-04-08T01:18:47.000Z,pantheon was a documentary from the future,6,4,60,81719,https://x.com/mckaywrigley/status/2041687166074679471
95,claire vo,@clairevo,2026-04-08T01:05:36.000Z,Bedtime just got an upgrade,,1,20,5419,https://x.com/clairevo/status/2041683849055539263
96,Ronan Farrow,@RonanFarrow,2026-04-06T17:58:16.000Z,"(1/11) For the past year and a half, I've been investigating OpenAI and Sam Altman for 
@NewYorker
. With my coauthor 
@andrewmarantz
, I reviewed never-before-disclosed internal memos, obtained 200+ pages of documents related to a close colleague, including extensive private",542,8200,35000,6865569,https://x.com/RonanFarrow/status/2041213917611856067
97,Ryan Greenblatt,@RyanPGreenblatt,2026-04-08T00:37:11.000Z,"I tenatively believe it would be good if all AI companies had a policy of doing external deployment before internal deployment, because the largest risks are from internal deployment and external deployment improves visibility.

Large internal/external gaps seem dangerous. 1/",4,8,116,12724,https://x.com/RyanPGreenblatt/status/2041676697549099332
98,Conglong Li,@conglongli,2026-04-07T14:12:39.000Z,"[1/12] We evaluated Gemini 3.1 Pro and its Deep Think mode on regional contests of International Mathematical Olympiad, International Collegiate Programming Contest, and International Olympiad in Informatics in 8 languages. Deep Think beats/matches competitors on all contests.",14,40,382,31891,https://x.com/conglongli/status/2041519526110785657
99,Ethan Mollick,@emollick,2026-04-08T00:43:03.000Z,"I think the story that was shared in the Mythos System Card still has the signs of flawed LLM writing (which looks like good writing at first glance): A story that doesn't really hold together logically, but sounds like it should. The back-and-forth banter. Lack of characters.",18,5,144,17064,https://x.com/emollick/status/2041678173247533448
100,Ethan Mollick,@emollick,2026-04-08T00:47:15.000Z,"Writing fiction seems to be a genuine weak spot for LLMs that is not improving as rapidly as almost every other area. There may be a lot of reasons why this is happening.

It would be a really interesting benchmark (but you would need human judges, AI judges love AI fiction).",8,1,61,8112,https://x.com/emollick/status/2041679229952090395
101,Ethan Mollick,@emollick,2026-04-08T00:59:57.000Z,"It is easy to be fooled that there is meaning here, but that is because you are trained to provide the meaning. Think of the characters. Think of the emotional arc. Think of the unsaid stuff you need to fill in while reading. You are doing all the work.",2,,30,9032,https://x.com/emollick/status/2041682426271764502
102,The White House,@WhiteHouse,2026-04-07T23:45:16.000Z,OFFICIAL STATEMENT OF IRAN:,4000,8500,29000,1940410,https://x.com/WhiteHouse/status/2041663632342130898
103,Peter Yang,@petergyang,2026-04-08T00:46:18.000Z,Good initiative - I’m curious if Anthropic has been using mythos internally to ship at their recent insane velocity.,11,1,38,5524,https://x.com/petergyang/status/2041678988318543908
104,Amber Liu,@JIACHENLIU8,2026-04-07T21:31:45.000Z,"Excited to learn so much groundbreaking stuff going on in AI + science right now!  
Again, this is the absolute best timing for every AI-native researcher to finally do science at full speed.

We are building AI-Native Research IDE 
@orch_research
  to massively accelerate the",2,4,21,2574,https://x.com/JIACHENLIU8/status/2041630030800023820
105,Daniel San,@dani_avila7,2026-04-08T00:40:57.000Z,"I changed my content strategy on Instagram and suddenly my account started blowing up

I hit a million views in a few days

The jump was so big that a Meta exec called me to ask what I was doing 


@nikitabier
 I’m still waiting for that call from X… over here I’m just another",2,,6,1084,https://x.com/dani_avila7/status/2041677644106744004
106,Sakana AI,@SakanaAILabs,2026-04-08T00:39:08.000Z,"4/15(水) 18:00から虎ノ門にて、Sakana AIの「防衛・インテリジェンス」領域に特化した採用説明会を開催

▼詳細

https://
connpass.com/event/387556/

なぜSakana AIが防衛・インテリジェンス領域に挑むのか、その社会的意義と独自の技術的アプローチ、そして現在募集中のポジションについて詳しく話します。",,2,9,3554,https://x.com/SakanaAILabs/status/2041677188760793264
107,The White House,@WhiteHouse,2026-04-07T22:47:26.000Z,President Donald J. Trump makes a statement on Iran:,11000,24000,87000,6982299,https://x.com/WhiteHouse/status/2041649076500869158
108,Matthew Berman,@MatthewBerman,2026-04-08T00:25:52.000Z,Initial thoughts on Mythos before the full vid,24,24,168,8919,https://x.com/MatthewBerman/status/2041673849608314891
109,Matthew Berman,@MatthewBerman,2026-04-07T23:57:14.000Z,I’m glad America has Mythos.,42,29,473,13139,https://x.com/MatthewBerman/status/2041666643647197679
110,The Midas Project,@TheMidasProj,2026-04-07T20:29:37.000Z,,1,16,72,10369,https://x.com/TheMidasProj/status/2041614395583664225
