#,作者,账号,时间,原文,回复,转发,点赞,浏览,链接
11,Sundar Pichai,@sundarpichai,2026-04-08T22:57:40.000Z,Lots of love for Gemma 4! Team just told me it’s already had 10M+ downloads since last week’s launch. Gemma models have now been downloaded 500M+ times! Excited to see what you all are creating,120,176,3000,157848,https://x.com/sundarpichai/status/2042014040055276028
12,Logan Kilpatrick,@OfficialLoganK,2026-04-08T23:04:17.000Z,,3,1,73,3950,https://x.com/OfficialLoganK/status/2042015705604800837
13,Thariq,@trq212,2026-04-08T22:21:55.000Z,"I want to do some streams where I work with non-technical people using Claude Code to figure out how they might be able to improve their process. 

My feeling is that just a few tips could make a big difference in efficiency. Any mutuals interested?",504,71,2200,98326,https://x.com/trq212/status/2042005043289977232
14,Thariq,@trq212,2026-04-08T22:24:45.000Z,would like to start with people I know already so we can get over initial awkwardness!,32,,147,14022,https://x.com/trq212/status/2042005754262208708
15,GoogleTrends,@GoogleTrends,2026-04-08T22:18:13.000Z,"What are the ""it"" looks this festival season? Here are the trending apparel items people in LA are searching for:",,1,6,1496,https://x.com/GoogleTrends/status/2042004111353377104
16,Paul Solt,@PaulSolt,2026-04-07T03:08:57.000Z,"Get started with Plugins. 

The right plugins can be a big unlock outside of code.",2,7,96,13378,https://x.com/PaulSolt/status/2041352499987149045
17,Steven Johnson,@stevenbjohnson,2026-04-08T21:36:13.000Z,"Last year 
@NotebookLM
 introduced public/featured notebooks to share curated knowledge bases with the world. 

Now we are making it easier for you to work with the knowledge you need by launching notebooks as a core organizational unit for Gemini. 

Bonus for existing NotebookLM",5,9,52,5679,https://x.com/stevenbjohnson/status/2041993542290305469
18,Sundar Pichai,@sundarpichai,2026-04-08T21:34:47.000Z,"Nothing quite like the blank pages of a fresh notebook!

Notebooks are now rolling out in the 
@Geminiapp
. Organize conversations, notes, and other sources related to a single project (and easily go back and forth between 
@NotebookLM
 to go deeper). Rolling out today, starting with",74,147,1300,90511,https://x.com/sundarpichai/status/2041993181345280218
19,Sundar Pichai,@sundarpichai,2026-04-08T21:34:47.000Z,More details:,2,5,68,18739,https://x.com/sundarpichai/status/2041993183383728570
20,Google for Developers,@googledevs,2026-04-08T21:00:00.000Z,"Wednesday Build Hour continues. Come to learn. Leave with something to build.

Explore fast-moving sessions hosted by Google experts covering the tools that matter right now, from Cloud Run to Gemini to the latest in AI agent orchestration.

Check out what’s on the calendar:",1,8,31,4480,https://x.com/googledevs/status/2041984429325771227
21,Google,@Google,2026-04-08T20:59:48.000Z,"Meet notebooks in the 
@GeminiApp
 

We’re connecting Gemini with 
@NotebookLM
, our AI-powered research partner, to create a home base for your projects that stays in sync across both tools.

Here’s how to use notebooks",40,98,630,63364,https://x.com/Google/status/2041984377102512293
22,Google,@Google,2026-04-08T20:59:49.000Z,"Notebooks stay in sync across 
@GeminiApp
  
@NotebookLM
.

Sources you add in the Gemini app show up in NotebookLM, and vice versa. Upload class notes to make flashcards in NotebookLM, then ask the Gemini app to quiz you on them later.

Your work is always where you need it.",5,10,56,24015,https://x.com/Google/status/2041984382861299852
23,Google,@Google,2026-04-08T20:59:50.000Z,"We're rolling out notebooks in Gemini this week, starting with Google AI Ultra, Pro and Plus subscribers on the web.

In the coming weeks we'll expand access to mobile, more countries across Europe and to free users.

Learn more ↓",4,4,34,22311,https://x.com/Google/status/2041984385843405304
24,OpenAI Developers,@OpenAIDevs,2026-04-08T20:55:46.000Z,Codex brings your work context together so you can make better decisions with clearer priorities.,41,29,363,34653,https://x.com/OpenAIDevs/status/2041983360780939416
25,Google Gemini,@GeminiApp,2026-04-08T20:54:39.000Z,"Project organization is here: Introducing notebooks in Gemini.

You can now keep multiple projects organized and even add past chats and relevant files as sources, so you have a dedicated space to focus on the task at hand.

Select “New notebook” in the side panel to get started.",82,341,1800,111575,https://x.com/GeminiApp/status/2041983079787721013
26,Google Gemini,@GeminiApp,2026-04-08T20:55:28.000Z,"Notebooks in Gemini are rolling out this week, starting with Google AI Ultra, Pro, and Plus subscribers on the web. In the coming weeks we'll expand access to mobile, more countries across Europe and to free users.

For more information about notebooks in Gemini, check out our",6,19,206,19253,https://x.com/GeminiApp/status/2041983287577735396
27,Google Gemini,@GeminiApp,2026-04-08T20:55:28.000Z,"Gemini  
@NotebookLM


Good news for NotebookLM users: Now you can access all your existing personal notebooks within Gemini too.",9,11,173,22200,https://x.com/GeminiApp/status/2041983289062547772
28,Josh Woodward,@joshwoodward,2026-04-08T20:51:02.000Z,"Most Al chatbots give you basic ""projects."" Gemini just built you a second brain. 

Introducing Notebooks: some of the magic from 
@NotebookLM
, integrated directly into 
@GeminiApp
.

Here's what changes for you today:

 Upload 100 sources for free

 Organize your chats - the",77,144,899,117303,https://x.com/joshwoodward/status/2041982173402821018
29,Jerry Tworek,@MillionInt,2026-04-08T20:25:35.000Z,"Progenitors of a new race
Parents of a legion
Adam and Eve of automation

Corey, Otto, Myrtle, Dewey and North",3,,125,7968,https://x.com/MillionInt/status/2041975764959342917
30,Alex Albert,@alexalbert__,2026-04-08T18:10:18.000Z,"I've found Managed Agents to somehow be both the fastest way to hack together a weekend agent project and the most robust way to ship one to millions of users.

It eliminates all the complexity of self-hosting an agent but still allows a great degree of flexibility with setting",61,32,790,105236,https://x.com/alexalbert__/status/2041941720611614786
31,dominik kundel,@dkundel,2026-04-08T18:00:42.000Z,"Codex Tip 

Create a local environment to have Codex auto install dependencies for your worktrees and create actions for quick access to common commands.  

Actions get executed in your integrated terminal so Codex can also access the terminal output.  

For iOS developers",19,30,467,44590,https://x.com/dkundel/status/2041939304751231147
32,Joaquin Quiñonero Candela,@jquinonero,2026-04-08T17:34:06.000Z,Oops?,,,1,158,https://x.com/jquinonero/status/2041932610516217956
33,Anthropic,@AnthropicAI,2026-04-08T17:20:33.000Z,"New on the Engineering Blog: 

Building Managed Agents—our hosted service for long-running agents—meant solving an old problem in computing: how to design a system for “programs as yet unthought of.”

Read more:",163,389,2600,261721,https://x.com/AnthropicAI/status/2041929199976640948
34,Demis Hassabis,@demishassabis,2026-04-08T17:17:35.000Z,"Great to chat with fellow Londoner 
@HarryStebbings
 about the path to AGI and how we’re using AI today to accelerate science & medicine. Appreciated our discussion on the incredible talent & potential for deep tech here in the UK. Thanks for the kind words and for having me on!",25,53,538,86247,https://x.com/demishassabis/status/2041928454887686305
35,Claude,@claudeai,2026-04-08T17:14:32.000Z,"Introducing Claude Managed Agents: everything you need to build and deploy agents at scale.

It pairs an agent harness tuned for performance with production infrastructure, so you can go from prototype to launch in days.

Now in public beta on the Claude Platform.",1500,6500,42000,11597032,https://x.com/claudeai/status/2041927687460024721
36,Claude,@claudeai,2026-04-08T17:14:35.000Z,"On 
@vibecodeapp_
, developers can now spin up agent infrastructure at least 10x faster with Managed Agents, going from a prompt to a deployed app without weeks of setup:",27,55,795,285073,https://x.com/claudeai/status/2041927698210058629
37,Claude,@claudeai,2026-04-08T17:14:35.000Z,"Build and deploy your agents through the Claude Console, Claude Code, or our new CLI: 
https://
platform.claude.com/workspaces/def
ault/agent-quickstart
…

Read more on the blog:",42,78,859,266401,https://x.com/claudeai/status/2041927700063883281
38,Google for Developers,@googledevs,2026-04-08T17:02:07.000Z,"Play the #GoogleIO puzzles then remix your own. Which is your favorite? 

Experience levels designed with Gemini 3 and an AI caddy that definitely has notes on your golf swing → 
https://
goo.gle/iopuzzle26-1",5,9,57,5945,https://x.com/googledevs/status/2041924563949219876
39,Jacob Trefethen,@JacobTref,2026-04-08T13:52:06.000Z,"Alzheimer’s is one of medicine's hardest unsolved problems, and one of the most devastating.

At the OpenAI Foundation, we believe AI is well suited to its complexity. We're directing over $100M to scientists mapping the disease, designing drugs, & more.

I wrote about it here:",126,251,1700,175427,https://x.com/JacobTref/status/2041876743666200980
40,Andrew Mayne,@AndrewMayne,2026-04-08T16:32:15.000Z,"So thrilled to be working with my friends 
@ZeroShotFund",2,3,27,2070,https://x.com/AndrewMayne/status/2041917048318734468
41,Nick Fox,@thefox,2026-04-08T16:07:39.000Z,"The new AI-powered Google Finance is going global and shipping to 100+ countries… it’s a total reinvention of Google Finance with AI at the core 

+ AI-powered market research
+ Advanced charting
+ Live earnings calls
+ Expanded real-time data

Try it:",55,159,1200,182407,https://x.com/thefox/status/2041910855479259400
42,Robby Stein,@rmstein,2026-04-08T16:08:53.000Z,"Now rolling out: The new AI-powered Google Finance is landing in 100+ countries, including Australia, Brazil, Canada, Indonesia, Japan and Mexico.

Great for digging into market research, catching live earnings transcripts or tracking crypto & commodities in real time.

If you’ve",6,24,141,63233,https://x.com/rmstein/status/2041911165757092337
43,Google for Startups,@GoogleStartups,2026-04-08T16:00:01.000Z,"Is your roadmap based on vision, or is it based on reality? 

In the premiere of ‘Founders on Founders’, we sit down with Husayn Kassai (
@Ollo_HQ
) and Amy Thomson (
@MoodyMonth
) to discuss the exact user insights that signaled product-market fit.

For Moody Month, it was hitting",1,1,3,450,https://x.com/GoogleStartups/status/2041908933288194509
44,Philipp Schmid,@_philschmid,2026-04-08T15:51:08.000Z,"Optimizing continues, today Flex and Priority `service_tiers` for the Gemini API. Optimize costs, reliability and latency for production workloads with a single line change.

 **Flex Inference:** Pay 50% less for latency-tolerant workloads (no batch file management) =",7,3,68,3140,https://x.com/_philschmid/status/2041906698038702196
45,Philipp Schmid,@_philschmid,2026-04-08T15:51:08.000Z,,,,4,870,https://x.com/_philschmid/status/2041906700123357610
46,Jerry Tworek,@MillionInt,2026-04-08T15:29:58.000Z,Building the factory that builds factories that build trains and rails while the prototrain is already moving full steam ahead,6,3,85,4922,https://x.com/MillionInt/status/2041901370417328415
47,Jerry Tworek,@MillionInt,2026-04-08T15:19:39.000Z,Some days I feel like the slowest part of vibecoding,5,,68,4958,https://x.com/MillionInt/status/2041898777666310281
48,Google Quantum AI,@GoogleQuantumAI,2026-04-08T15:00:01.000Z,"Last month at the 2026 APS Global Physics Summit, two Google Quantum AI researchers were recognized as DQI Best Thesis finalists. Congratulations Nathan Lacroix (Winner) and Aniket Maiti (Finalist) on their work!",7,13,92,3679,https://x.com/GoogleQuantumAI/status/2041893833223352826
49,Google Quantum AI,@GoogleQuantumAI,2026-04-08T15:00:02.000Z,"Nathan's thesis 
@ETH_en
: Quantum Error Correction with Superconducting Circuits: 
https://
goo.gle/4mi9dCG",1,2,36,1872,https://x.com/GoogleQuantumAI/status/2041893839414210915
50,Google Quantum AI,@GoogleQuantumAI,2026-04-08T15:00:03.000Z,"Aniket's thesis 
@Yale
: Controlling and Protecting Quantum Information in Superconducting Oscillators: 
https://
goo.gle/4carbCb",2,1,13,1029,https://x.com/GoogleQuantumAI/status/2041893845445554194
51,Philipp Schmid,@_philschmid,2026-04-08T14:51:43.000Z,"Starting at 5pm today you can get personalized stickers at the 
@GoogleDeepMind
 booth 
@aiDotEngineer
 Europe powered by nano banana and 
@GoogleAIStudio
.",2,1,27,1859,https://x.com/_philschmid/status/2041891745558827095
52,Philipp Schmid,@_philschmid,2026-04-08T14:51:44.000Z,Here is how we build it,1,,1,1133,https://x.com/_philschmid/status/2041891750009094516
53,Philipp Schmid,@_philschmid,2026-04-08T14:52:05.000Z,Stickers by Nano banana,,,6,1582,https://x.com/_philschmid/status/2041891839733645682
54,Garry Tan,@garrytan,2026-04-08T14:04:44.000Z,This is awesome!,8,10,156,39159,https://x.com/garrytan/status/2041879921103139325
55,Noah Zweben,@noahzweben,2026-04-08T14:10:13.000Z,Learn from the growth genius himself! Great podcast about growth in the age of AI,2,1,16,2999,https://x.com/noahzweben/status/2041881302052565069
56,Google Search Central,@googlesearchc,2026-03-27T09:15:48.000Z,"Today we released the March 2026 core update. We'll update our ranking release history page when the rollout is complete: 
https://
status.search.google.com/incidents/7eTb
Aa2jWdToLkraZj5y
…",99,712,904,400535,https://x.com/googlesearchc/status/2037458554630599082
57,Google Search Central,@googlesearchc,2026-04-08T13:14:40.000Z,"The rollout was complete as of April 8, 2026.",12,275,369,84431,https://x.com/googlesearchc/status/2041867321552027833
58,Google for Developers,@googledevs,2026-04-08T13:00:01.000Z,"Improve your testing strategy with these key tips:

 Focus each test on a single behavior
 Reduce the complexity of massive test files
 Increase the long-term maintainability of your code

How do you keep your test suites manageable? Drop your tips",6,13,61,6414,https://x.com/googledevs/status/2041863636176539661
59,FFmpeg,@FFmpeg,2026-04-07T19:15:44.000Z,"Thank you to 
@AnthropicAI
 for sending FFmpeg patches",128,949,17000,1561655,https://x.com/FFmpeg/status/2041595801483264002
60,OpenAI Newsroom,@OpenAINewsroom,2026-04-08T12:10:57.000Z,"Today we’re sharing recommendations to strengthen U.S. child protection in the age of AI. This policy blueprint was developed with input from leaders including 
@NCMEC
, 
@AGAlliance1
, 
@NCAGO
, 
@UtahAG
, and 
@thorn
 and focuses on 3 priorities: 

modernizing laws
improving",108,59,492,66324,https://x.com/OpenAINewsroom/status/2041851289886425325
61,Philipp Schmid,@_philschmid,2026-04-08T10:28:41.000Z,"Good morning from London. See you at 
@aiDotEngineer
. 

We have a big booth, many stickers and more! 
1pm Gemini workshop with 
@thorwebdev",1,1,30,2026,https://x.com/_philschmid/status/2041825553800409268
62,Philipp Schmid,@_philschmid,2026-04-08T09:48:08.000Z,,1,1,56,4207,https://x.com/_philschmid/status/2041815347926278171
63,Tibo,@thsottiaux,2026-04-08T05:36:04.000Z,Unreasonably excited about things. The next few weeks will be intense (and fun!).,177,127,3000,138481,https://x.com/thsottiaux/status/2041751911964274753
64,Anthony Morris ツ,@amorriscode,2026-04-08T06:06:11.000Z,what a time to be alive,2,,33,2434,https://x.com/amorriscode/status/2041759490647978101
65,Jerry Tworek,@MillionInt,2026-04-08T05:49:23.000Z,I’ve heard mythos once crashed financial markets by whistling a tune into a landline phone. It did buy puts beforehand,11,6,219,10621,https://x.com/MillionInt/status/2041755261858419181
66,Thariq,@trq212,2026-04-08T00:38:39.000Z,"Doing a workshop on my technical writing process in SF in 2 weeks, hosted by friends 
@MilksandMatcha
 and 
@swyx
. 

Would love to see you there! Link below.",26,19,370,73935,https://x.com/trq212/status/2041677067117588871
67,Anthony Morris ツ,@amorriscode,2026-04-08T03:51:03.000Z,wait a minute… you didn’t invite me bro?,1,,26,2562,https://x.com/amorriscode/status/2041725483822543219
68,Thariq,@trq212,2026-04-08T05:38:21.000Z,"this was your invite, you check twitter more than your texts",1,,59,1898,https://x.com/trq212/status/2041752489037586677
69,Amol Avasare,@TheAmolAvasare,2026-04-08T03:50:21.000Z,"Had a great chat with 
@lennysan
 on some of the fun stuff happening at the intersection of AI and growth!

Thanks for having me on Lenny, had a blast :)",56,53,1400,1060629,https://x.com/TheAmolAvasare/status/2041725306277654925
70,Thariq,@trq212,2026-04-08T03:37:42.000Z,"done about 10 of these calls so far + looked at more transcripts

many learnings but one of the biggest is that it's very easy to spend a lot of tokens on open ended verification that doesn't make your output better

I'll try and write more on how to do it efficiently",107,33,1000,156346,https://x.com/trq212/status/2041722125510377705
71,Arby's,@Arbys,2026-04-07T22:04:04.000Z,"Tennessee, America",222,831,10000,523747,https://x.com/Arbys/status/2041638161525141779
72,Logan Kilpatrick,@OfficialLoganK,2026-04-08T01:38:13.000Z,"Could not be more bullish on Google, so much good stuff cooking : ) going to be a fun next few months.",227,125,3000,147402,https://x.com/OfficialLoganK/status/2041692053575217220
73,austin petersmith,@awwstn,2026-04-08T00:13:23.000Z,"i've never met him, but sam altman has had many positive impacts on me over the years. so, i would like to weigh in with some counterpoints that were ignored in ronan farrow's lengthy op-ed about how he is the devil:

- when SVB was collapsing, sam spent the weekend wiring",48,117,1200,201105,https://x.com/awwstn/status/2041670708217205232
74,Sam Altman,@sama,2026-04-07T23:25:45.000Z,"To celebrate 3 million weekly codex users, we are resetting usage limits.

We will do this every million users up to 10 million.

Happy building!",1600,1900,25000,1694017,https://x.com/sama/status/2041658719839383945
75,Google for Developers,@googledevs,2026-04-08T01:00:01.000Z,"Build real-time conversational agents with Gemini 3.1 Flash Live.

Improve user interactions with technology that supports natural conversations across 90+ languages, accent changes, and multimodal inputs.",13,23,171,14679,https://x.com/googledevs/status/2041682441014788186
76,Demis Hassabis,@demishassabis,2026-04-08T00:56:10.000Z,"Thanks for the great conversation 
@cleoabram
 (and some competitive Jenga)! Really enjoyed talking about all the amazing ways AI is helping to advance science & the incredible future it will enable!",37,111,1000,95202,https://x.com/demishassabis/status/2041681474580021536
77,Andrew Mayne,@AndrewMayne,2026-04-08T00:52:40.000Z,We live in a timeline where the actor that played Captain Kirk in the 1960s has now actually has been to space and can offer his insight about space travel as we watch a new generation of astronauts travel around the moon.,1,9,38,4979,https://x.com/AndrewMayne/status/2041680590508892237
78,will depue,@willdepue,2026-04-08T00:38:00.000Z,"every major government, that hasn’t already, just bumped AI from high strategic priority to critical cyberwarfare capability. welcome to the midgame",16,36,689,37531,https://x.com/willdepue/status/2041676899559338257
79,Google Gemma,@googlegemma,2026-04-07T13:43:10.000Z,,199,1300,9900,1066547,https://x.com/googlegemma/status/2041512106269319328
80,yazin,@yazins,2026-04-07T05:18:27.000Z,"you don't get how good Gemma 4 is... 

it's gpt5 level performance that runs entirely ON YOUR PHONE

this was SOTA just 8 months ago!",76,96,1400,227688,https://x.com/yazins/status/2041385090693906569
81,Tibo,@thsottiaux,2026-04-07T23:13:48.000Z,"Three million people are now using Codex weekly - up from two million a little under a month ago. Incredible to see the growth. Thank you to all of you and to the ecosystem we’re part of. To celebrate, we’re resetting rate limits so you can keep building, and we’ll reset them",386,437,4200,338884,https://x.com/thsottiaux/status/2041655710346572085
82,cat,@_catwu,2026-04-07T23:12:44.000Z,Run /powerup to learn our team's favorite Claude Code CLI features!,8,32,433,57543,https://x.com/_catwu/status/2041655441864978552
83,Noah Zweben,@noahzweben,2026-04-07T23:10:52.000Z,"/autofix-pr now lets you kick off autofix straight from the command line.  

 After finishing up a PR, just run /autofix-pr. It  sends your session to the cloud so the PR autofixer has full context to address CI failures and comments.  

Hugely win for my productivity.",84,245,2600,407317,https://x.com/noahzweben/status/2041654973491245509
84,Noah Zweben,@noahzweben,2026-04-07T23:10:52.000Z,"Update to 2.1.94 to get started. 
http://
Claude.ai subscription is required!",1,,25,10082,https://x.com/noahzweben/status/2041654974804062517
85,Kevin Pietersen,@KP24,2026-04-07T09:34:37.000Z,"Google Gemini is my new personal trainer. The sessions it helps me with are next level! 

It’s UNREAL!!!! 
cc 
@GeminiApp",81,49,2100,191373,https://x.com/KP24/status/2041449558715302294
86,Felix Rieseberg,@felixrieseberg,2026-04-07T18:38:01.000Z,"Let's talk about Claude Mythos Preview.

It's pretty hard to overstate what a step function change this model has been inside Anthropic. Its ability to identify security vulnerabilities feels like a meaningful shift in model capabilities. To me, it feels like another GPT-3",29,42,505,35778,https://x.com/felixrieseberg/status/2041586309966524919
87,Noah Zweben,@noahzweben,2026-04-07T23:00:01.000Z,"Aww thanks 
@michlimlim
 - go check out the awesome work Michelle is doing on Flint! 

She's brilliant and shipping an incredibly needed product.",1,,16,5589,https://x.com/noahzweben/status/2041652244257632589
88,Google for Developers,@googledevs,2026-04-07T23:00:00.000Z,Explore the updated Android Bench results to find the best-performing models for your workflow.,2,8,57,9120,https://x.com/googledevs/status/2041652239161262568
89,OpenAI Newsroom,@OpenAINewsroom,2026-04-07T22:44:12.000Z,"Today, at the eleventh hour, Elon lodged a court filing pretending to change his tune about attacking the nonprofit OpenAI Foundation.

The truth is that this case has always been about Elon generating more power and more money for what he wants. Having increasingly realized that",563,305,3100,765361,https://x.com/OpenAINewsroom/status/2041648263078801765
90,Google AI Developers,@googleaidevs,2026-04-07T22:07:36.000Z,"We’ve seen some impressive use cases for Gemma 4

Here are a few of them",43,191,3000,424907,https://x.com/googleaidevs/status/2041639052496232899
91,Google AI Developers,@googleaidevs,2026-04-07T22:07:38.000Z,Use skills like Google Maps,1,3,138,42950,https://x.com/googleaidevs/status/2041639061644030078
92,Google AI Developers,@googleaidevs,2026-04-07T22:07:39.000Z,Transcribe audio locally,4,3,110,57150,https://x.com/googleaidevs/status/2041639064152240342
93,Google AI,@GoogleAI,2026-04-07T22:02:22.000Z,"Curious about vibe coding? Or are you already shipping apps and just want an easier way to explain your new favorite hobby to your friends, parents, grandparents, etc.? 

Either way, this video is for you",22,24,187,31129,https://x.com/GoogleAI/status/2041637733634912321
94,Google AI,@GoogleAI,2026-04-07T22:02:22.000Z,"And if you'd rather watch on YouTube, here’s the link:",1,3,19,24282,https://x.com/GoogleAI/status/2041637736382160925
95,Marci Shore,@marci_shore,2026-04-07T15:19:09.000Z,"I've taught European history for 30 years. Americans have always asked me how the Holocaust was possible, how Germans could have enabled a madman reveling in mass murder to carry out his plans. Now we can see in real time how this is enabled; now we have front-row seats.",5700,33000,99000,1798080,https://x.com/marci_shore/status/2041536262314553784
96,Google Research,@GoogleResearch,2026-04-07T21:01:26.000Z,Applications for the global Google PhD Fellowship Program are open! Fellowships directly support graduate students doing exceptional and innovative research in computer science and related fields as they pursue their PhD. Learn more and apply by April 30 at,5,86,528,38303,https://x.com/GoogleResearch/status/2041622400685764976
97,Google for Developers,@googledevs,2026-04-07T21:00:00.000Z,"Accelerate ML workflows using 
@NVIDIA
 CUDA-X libraries on 
@GoogleCloud
 with a single extension-loading command. 

Learn more in a new pathway through the #GoogleDeveloperProgram → 
https://
goo.gle/41jeHU8",3,35,236,12298,https://x.com/googledevs/status/2041622039648231704
98,Google for Developers,@googledevs,2026-03-31T16:30:23.000Z,"Meet Veo 3.1 Lite 

Our most cost-effective video generation model is now available in the Gemini API and 
@GoogleAIStudio
. Veo 3.1 Lite lets devs rapidly iterate and scale high-volume video apps at roughly 1/2 the cost of Veo 3.1 Fast at the same speed.",13,27,264,41796,https://x.com/googledevs/status/2039017475728372169
99,Google for Developers,@googledevs,2026-03-31T16:30:43.000Z,Start building today:,2,3,17,8529,https://x.com/googledevs/status/2039017559459312070
100,Google for Developers,@googledevs,2026-04-07T20:50:09.000Z,"As promised, reduced pricing for Veo 3.1 Fast is here ↓",,1,7,5455,https://x.com/googledevs/status/2041619560181461050
101,OpenAI Newsroom,@OpenAINewsroom,2026-04-07T20:46:37.000Z,"Sam Altman on why this moment reminds him of early 2020. 

Full conversation at 
https://
forum.openai.com/public/videos/
event-replay-sam-altman-on-building-the-future-of-ai-2026-04-06
…",75,70,839,95137,https://x.com/OpenAINewsroom/status/2041618671236469200
102,Flow by Google,@FlowbyGoogle,2026-04-07T20:21:42.000Z,"A truly out of this world roadtrip 

We love seeing the amazing work that is created using Nano Banana and Veo in Flow. Check out this partnership between 
@GoogleMaps
 and 
@julienvallee
, one of our Flow Sessions artists!",8,8,109,9534,https://x.com/FlowbyGoogle/status/2041612400911380567
103,OpenAI Developers,@OpenAIDevs,2026-04-07T20:16:05.000Z,"We’re retiring older models in Codex when you sign in to Codex with your ChatGPT account on April 14:

• gpt-5.2-codex
• gpt-5.1-codex-mini
• gpt-5.1-codex-max
• gpt-5.1-codex
• gpt-5.1
• gpt-5",187,250,4500,376507,https://x.com/OpenAIDevs/status/2041610989607727164
104,OpenAI Developers,@OpenAIDevs,2026-04-07T20:16:08.000Z,"Need one of the older models after the deprecation? Use Codex with your own API key.

After April 14, Codex with ChatGPT sign-in will support these models:
• gpt-5.4
• gpt-5.4-mini
• gpt-5.3-codex
• gpt-5.3-codex-spark (Pro only)
• gpt-5.2",21,16,230,48812,https://x.com/OpenAIDevs/status/2041611001410593163
105,Boris Cherny,@bcherny,2026-04-07T19:55:41.000Z,"Mythos is very powerful, and should feel terrifying. I am proud of our approach to responsibly preview it with cyber defenders, rather than generally releasing it into the wild.

Model card here: 
https://
www-cdn.anthropic.com/53566bf5440a10
affd749724787c8913a2ae0841.pdf
…",558,805,9600,1249954,https://x.com/bcherny/status/2041605852382351666
106,Google Maps,@googlemaps,2026-04-06T22:20:38.000Z,"We’ve combined the real-world understanding of Google Maps with our most capable Gemini models to fundamentally change how you explore. 

From finding the perfect cozy vibe for date night to the best way to get there, Maps does the heavy lifting so you don’t have to. Ask Maps",25,46,266,67464,https://x.com/googlemaps/status/2041279946237296962
107,Seán Ó hÉigeartaigh,@S_OhEigeartaigh,2026-04-07T13:11:18.000Z,"I try not to comment on non-AI politics as much as I can, but ""a whole civilization will die tonight"" is deeply, historically awful, and shouldn't just be dismissed as brinkmanship rhetoric. No leader of a modern, civilised nation, should threaten such a thing, and if it happens",10,44,514,29289,https://x.com/S_OhEigeartaigh/status/2041504086911000985
108,pash,@pashmerepat,2026-04-07T19:13:25.000Z,"Just switched my lobstar to use codex instead of claude.

openclaw models auth login --provider openai-codex --set-default",36,65,372,65690,https://x.com/pashmerepat/status/2041595218462662694
109,Kevin Weil,@kevinweil,2026-04-07T19:01:00.000Z,"Btw: 
@hemal
 built this as a simple skill in a few hours, since Prism is powered by Codex. More to come.

And if you love the idea of building AI-native products to accelerate science, we're hiring a lead designer for Prism: apply here! 
https://
jobs.ashbyhq.com/openai/7e265ae
e-6842-4fc1-bf28-1df3ea4ee013
…",5,7,114,17669,https://x.com/kevinweil/status/2041592093718749659
110,Google Cloud Tech,@GoogleCloudTech,2026-04-07T17:09:36.000Z,"340,000,000 rows of data. CPU: 60 seconds.  

NVIDIA GPU: 100 ms. 

Tune in to this week’s livestream to see how we’re bringing gaming-level speed to everyday data science workflows.",5,14,93,12640,https://x.com/GoogleCloudTech/status/2041564059439333810
