#,作者,账号,时间,原文,回复,转发,点赞,浏览,链接
20,Thariq,@trq212,2026-04-01T23:31:47.000Z,sick,3,,12,2454,https://x.com/trq212/status/2039485910459515365
21,David Ondrej,@DavidOndrej1,2026-04-01T11:05:53.000Z,GPT 5.4 Mini is an incredible model.,37,9,358,34416,https://x.com/DavidOndrej1/status/2039298198963990535
22,OpenAI Developers,@OpenAIDevs,2026-04-01T23:16:50.000Z,"Keep the work and the ticket in sync.


@linear
 plugin in the Codex app.",48,26,525,43926,https://x.com/OpenAIDevs/status/2039482146369458526
23,Tibo,@thsottiaux,2026-04-01T23:16:28.000Z,"Ah nevermind, I actually remember we decided to have the core open-source for Codex because it would be awesome to see the ecosystem flourish as it's all so nascent and fun. And we would learn a lot in return. Phew.",30,27,750,54520,https://x.com/thsottiaux/status/2039482054686196116
24,Sundar Pichai,@sundarpichai,2026-04-01T23:02:58.000Z,"And we have liftoff!  Wishing the best to the Artemis II crew on their incredible journey ahead.

Imagining the amazing view they have, looking down at Earth from space would be a beautiful thing.",126,217,5400,115241,https://x.com/sundarpichai/status/2039478659741049153
25,Google,@Google,2026-04-01T22:23:06.000Z,"Today’s #GoogleDoodle celebrates the launch of Artemis II, the 
@NASA
 mission that will send astronauts around the moon and back for the first time in over 50 years. During the approximately 10-day voyage, the crew will test the spacecraft’s systems while traveling farther into",66,413,2300,346357,https://x.com/Google/status/2039468626701352976
26,shimrit ben-yair,@shimritby,2026-04-01T21:55:07.000Z,"Sweet news for our Google AI Pro subscribers!  We know your memories and projects need space to grow, so we’re expanding Google AI Pro’s storage offering from 2TB to 5TB — at no additional cost. Now you have a little extra room to create more with Google AI and securely store",120,234,1200,141575,https://x.com/shimritby/status/2039461584771440782
27,gabriel,@gabriel1,2026-04-01T21:50:23.000Z,"i gaslight codex for a living. it makes me some beautiful code, but i tell it that it's the most disgusting complex code i have ever witnessed. and somehow it improves the code further, making the most consumable code in existance",51,26,940,44225,https://x.com/gabriel1/status/2039460390124539943
28,gabriel,@gabriel1,2026-04-01T21:44:43.000Z,"perception and feedback loops make codex 100x stronger

""hey codex copy parts of my entire setup so you can run it, navigate in it, screenshot to understand, and continue iterating until you solve the problem, and then remove all diffs until you have the minimal fix""",27,16,626,27389,https://x.com/gabriel1/status/2039458965822767255
29,gabriel,@gabriel1,2026-04-01T21:44:59.000Z,perception seems so incredibly important,1,,36,4038,https://x.com/gabriel1/status/2039459031497252877
30,gabriel,@gabriel1,2026-04-01T21:46:19.000Z,i dont like xhigh but this is an xhigh type prompt,3,,41,3729,https://x.com/gabriel1/status/2039459366932525326
31,Thariq,@trq212,2026-04-01T21:23:46.000Z,"not an April Fools joke, we rewrote the Claude Code renderer to use a virtual viewport

you can use your mouse, the prompt input stays at the bottom, and a lot more small UX wins people have been asking for

it's experimental so give us your feedback",251,87,1800,228500,https://x.com/trq212/status/2039453692592873587
32,Google for Developers,@googledevs,2026-04-01T21:00:27.000Z,"When building, what task do you find AI the most helpful for?",11,2,40,7754,https://x.com/googledevs/status/2039447827739541948
33,Google Research,@GoogleResearch,2026-04-01T20:29:25.000Z,"Today we announce that AI Quests, a gamified AI literacy experience developed by Google Research in collaboration with the Stanford Accelerator for Learning, is expanding to eight additional languages, including Spanish and Malay! 

Learn more →
https://
goo.gle/3NSBfrE

You can",29,101,790,61842,https://x.com/GoogleResearch/status/2039440016812961886
34,Demis Hassabis,@demishassabis,2026-04-01T20:24:16.000Z,"Thanks for the great chat 
@HarryStebbings
 - and congrats on all your amazing successes!",32,48,1300,143508,https://x.com/demishassabis/status/2039438720022065632
35,Tibo,@thsottiaux,2026-04-01T20:16:52.000Z,"Announcing Codex. 

A new product from OpenAI that moves beyond coding, into cooking. We were already cooking before, but now *you* can cook too ... with Codex. It is powered by the same technology as our other Codex products. You can just cook things.",182,85,1400,92379,https://x.com/thsottiaux/status/2039436859055751258
36,alistair,@alistaiir,2026-04-01T19:48:27.000Z,"Happy April Fools!

For the next few days, Claude Code gets five rarities across 18 species of buddies that talk to you as you code.

Upgrade and send `/buddy` to unbox yours.

(these tokens don't contribute to your usage limits!)",58,22,391,51058,https://x.com/alistaiir/status/2039429708014829764
37,Jerry Tworek,@MillionInt,2026-04-01T19:35:26.000Z,"This tweet made me ask chatgpt about ""retardmaxxing vs stoicism"", but I think there is an argument somewhere there about pretraining vs RL",,,23,4996,https://x.com/MillionInt/status/2039426430229197275
38,Claude,@claudeai,2026-03-30T19:03:59.000Z,"Auto mode for Claude Code is now available on the Enterprise plan and for API users.

To try it out, update your install and run claude --enable-auto-mode.",595,460,4800,810702,https://x.com/claudeai/status/2038693742094246032
39,Google Cloud Tech,@GoogleCloudTech,2026-03-31T00:39:10.000Z,,8,149,728,125996,https://x.com/GoogleCloudTech/status/2038778093104779537
40,Boris Cherny,@bcherny,2026-04-01T19:16:08.000Z,"Today we're excited to announce NO_FLICKER mode for Claude Code in the terminal

It uses an experimental new renderer that we're excited about. The renderer is early and has tradeoffs, but already we've found that most internal users prefer it over the old renderer. It also",542,816,8500,1901741,https://x.com/bcherny/status/2039421575422980329
41,Boris Cherny,@bcherny,2026-04-01T19:16:10.000Z,"Our new experimental NO_FLICKER renderer solves this by virtualizing the entire viewport.

We hook into keyboard and mouse events to make scrolling work, and we virtualize the viewport to move control over what is rendered into the application layer.

This approach has tradeoffs,",10,4,177,65553,https://x.com/bcherny/status/2039421581907374320
42,Boris Cherny,@bcherny,2026-04-01T19:16:10.000Z,"Let us know what you think! We're actively iterating on this new mode, and can't wait to hear your feedback.",26,5,234,60656,https://x.com/bcherny/status/2039421583178219682
43,cat,@_catwu,2026-04-01T19:15:57.000Z,"I love using Claude Code on Claude mobile app to fire off ideas on the go, then pick them up on my laptop later. We support easily teleporting sessions to your local CLI.

Download link for Claude iOS and Android apps: 
https://
claude.ai/download",14,12,149,21713,https://x.com/_catwu/status/2039421527935033854
44,Jerry Tworek,@MillionInt,2026-04-01T18:46:22.000Z,"Intelligence factory grows.

It’s a good moment to reflect if you’re accelerating enough, Anon.",1,1,131,13074,https://x.com/MillionInt/status/2039414083515265033
45,Google for Startups,@GoogleStartups,2026-04-01T18:32:13.000Z,"Learn alongside Ayo Adedeji and 
@anniewangtech
 as they walk through Cloud Spanner Graph and multi-agent orchestration in the latest installment of the AI workshop",,,2,810,https://x.com/GoogleStartups/status/2039410520818876850
46,Andrew Mayne,@AndrewMayne,2026-04-01T18:24:24.000Z,"Phase one of 
@willdepue
’s plan to infiltrate China and rescue the Manus guys from the Jack Ma Tech Bro Re-education Center is well underway.",,,5,2447,https://x.com/AndrewMayne/status/2039408553694499316
47,OpenAI Newsroom,@OpenAINewsroom,2026-04-01T18:23:54.000Z,"Something's different about Codex.


@bradlightcap
 calls the team's focus ""a singular and unique effort in the history of the company""",44,35,482,54520,https://x.com/OpenAINewsroom/status/2039408430793072882
48,Noah Zweben,@noahzweben,2026-04-01T18:18:14.000Z,"You can now set the permission mode for coding tasks in Dispatch. 

We recommend using Auto mode for the safest and most seamless Dispatch experience but any of your allowed permissions are available. 

Note if you use Bypass Permissions you need to approve session start.",95,76,712,119150,https://x.com/noahzweben/status/2039407002913513477
49,Noah Zweben,@noahzweben,2026-04-01T18:18:31.000Z,Update to latest Desktop version!,7,,26,3845,https://x.com/noahzweben/status/2039407075303055379
50,Chengpeng,@CPMou2022,2026-04-01T17:39:01.000Z,"The premise here is false because OpenAI has protections to shield consumers from unauthorized secondary sales, as outlined on our website. Btw, Next Round Capital (the source) has previously been served with a cease-and-desist letter by our legal team.
 
https://
openai.com/policies/unaut
horized-openai-equity-transactions/?utm_source=chatgpt.com
….""",13,35,344,88952,https://x.com/CPMou2022/status/2039397133187707176
51,donald,@donaldjewkes,2026-04-01T17:17:51.000Z,"I made a documentary on the creators of JMail

it's an attempt to capture what it feels like to be a young person in san francisco right now

dropping tomorrow",69,151,2100,161180,https://x.com/donaldjewkes/status/2039391805440209249
52,Robby Stein,@rmstein,2026-04-01T17:09:09.000Z,optimists beat pessimists almost every time. to make something valuable you need to love possibilities and pessimists can’t see them.,4,2,16,935,https://x.com/rmstein/status/2039389615711482016
53,Logan Kilpatrick,@OfficialLoganK,2026-04-01T15:23:22.000Z,"2 years at Google, time flies, we are just getting started : )",115,36,1600,70317,https://x.com/OfficialLoganK/status/2039362994832822454
54,Ammaar Reshi,@ammaar,2026-04-01T17:07:48.000Z,What an amazing 2 years. Congrats my friend.,,,8,680,https://x.com/ammaar/status/2039389277268619601
55,Google for Developers,@googledevs,2026-04-01T17:00:00.000Z,"Build production-grade AI agents with 
@golang
.

ADK for Go 1.0 is here 

Check out the new capabilities for building robust and debuggable agentic systems:

 Native OpenTelemetry integration
 Plugin system for extensibility
 HITL confirmation for enhanced security",14,34,206,13880,https://x.com/googledevs/status/2039387315747819718
56,Google for Developers,@googledevs,2026-04-01T17:00:04.000Z,"ADK Go samples: 
https://
goo.gle/4bT6Ktu",1,,6,3245,https://x.com/googledevs/status/2039387331686220038
57,Google for Developers,@googledevs,2026-04-01T17:00:05.000Z,Read the blog:,,1,6,3328,https://x.com/googledevs/status/2039387335599521971
58,gabriel,@gabriel1,2026-04-01T16:33:46.000Z,"Excited and humbled to announce that I will be spending a semester at Stanford to finally develop fundamentals required to execute well, with a rigor that is hard to find outside academia. 

Feeling incredible grateful to develop a thoughtful, rigorous approach to problem",41,11,710,51942,https://x.com/gabriel1/status/2039380712093323329
59,gabriel,@gabriel1,2026-04-01T16:33:46.000Z,"how do i become a frat leader, is there a cheat code or something?",7,,100,9223,https://x.com/gabriel1/status/2039380713993327081
60,gabriel,@gabriel1,2026-04-01T16:46:18.000Z,"also the red cups, do they just start spawning or do i need to buy them from somewhere? the ones from the movies",2,,58,7430,https://x.com/gabriel1/status/2039383865601794343
61,will depue,@willdepue,2026-04-01T07:15:34.000Z,"和我的许多朋友一样，我在 2026 年伊始就立下了一个目标：今年要变得更加中国人，而我也打算真正把它落实下去。在 OpenAI 工作将近三年后，我决定离开，去追求新的机会。

经过深思熟虑，我很高兴地宣布，从今天起我将搬到杭州，加入 DeepSeek Artificial Intelligence Basic Technology Research Co.,",701,353,5300,1110043,https://x.com/willdepue/status/2039240236723793936
62,will depue,@willdepue,2026-04-01T16:12:47.000Z,I’m congtiviely deficient rn playing Durak around a table of East Asians in central,1,,7,1026,https://x.com/willdepue/status/2039375432857084032
63,gabriel,@gabriel1,2026-04-01T16:16:24.000Z,"nice, good luck warrior",,,2,818,https://x.com/gabriel1/status/2039376341125214598
64,Stitch by Google,@stitchbygoogle,2026-04-01T15:58:27.000Z,"Important update regarding your vibe design partner. 

We received overwhelming feedback that our new AI-native canvas was a little too clean and modern. We hear you.

Today, we are shipping an immediate fix to bring you the true essence of vibe design.

Say hello to the",54,47,542,54853,https://x.com/stitchbygoogle/status/2039371824157667702
65,TBPN,@tbpn,2026-04-01T15:47:34.000Z,"BREAKING: 
@willdepue
 将搬到杭州，加入 DeepSeek",42,40,867,119734,https://x.com/tbpn/status/2039369086262546613
66,Flow by Google,@FlowbyGoogle,2026-04-01T15:53:23.000Z,"Huge congrats to 
@WonderStudiosX
 on being named a Webby Award Honoree.  It’s inspiring to see the team use Flow for Lewis Capaldi’s ""Something in the Heavens"" music video to redefine what’s possible in visual storytelling.",2,4,32,1989,https://x.com/FlowbyGoogle/status/2039370549240230384
67,Tibo,@thsottiaux,2026-04-01T07:48:39.000Z,"Our Codex dashboards are showing increased rate of users hitting rate limits and since we don't fully understand why I have made the cautious decision of resetting the usage limits for all plans. Enjoy.

I also wanted to celebrate us finding a pocket of fraudulent accounts that",1100,1100,11000,1264429,https://x.com/thsottiaux/status/2039248564967424483
68,gabriel,@gabriel1,2026-04-01T15:26:58.000Z,"we treat rate limits like a bug, not a feature",1,,50,2057,https://x.com/gabriel1/status/2039363904053379196
69,Jerry Tworek,@MillionInt,2026-04-01T15:26:46.000Z,Deep learning research is done and the best we can do until the end of history is to create billions of simulated environments with massive amounts of human labor,32,21,425,29021,https://x.com/MillionInt/status/2039363853490999791
70,Google for Developers,@googledevs,2026-04-01T15:07:56.000Z,"Build more efficient AI agents with the Agent Skills specification 

By using progressive disclosure, you can load domain expertise only when needed. This can reduce baseline context usage by 90%.

We break agent knowledge into three layers:

 L1 metadata: Just enough info",28,88,498,24484,https://x.com/googledevs/status/2039359112668950986
71,will depue,@willdepue,2026-04-01T14:01:15.000Z,"ex-British colonies like Hong Kong have this thing where 1:100 passerbys are a certain kind of White guy whose physiognomy was lost to the west a half-century ago, but preserved here in amber

similar: that type of corn-fed Midwestern guy you can just tell speaks perfect Mandarin",13,4,172,32100,https://x.com/willdepue/status/2039342332076814461
72,Google for Developers,@googledevs,2026-04-01T13:00:01.000Z,"Gain a thorough understanding of gen AI through active building 

Why attend Build with AI:

 Build real projects
 Learn from experts
 Guidance from GDEs

Find an event near you → 
https://
goo.gle/40ZgPQJ",2,18,72,5982,https://x.com/googledevs/status/2039326920605622570
73,Tibo,@thsottiaux,2026-04-01T07:39:17.000Z,Whaaaa. Only realized now and apparently our repo was public since 11 months ago and noone told us?!,67,42,1400,188870,https://x.com/thsottiaux/status/2039246206849970633
74,Boris Cherny,@bcherny,2026-04-01T05:18:12.000Z,"Mistakes happen. As a team, the important thing is to recognize it’s never an individuals’s fault — it’s the process, the culture, or the infra.

In this case, there was a manual deploy step that should have been better automated. Our team has made a few improvements to the",312,1100,10000,1176797,https://x.com/bcherny/status/2039210700657307889
75,Kevin Weil,@kevinweil,2026-04-01T04:38:05.000Z,Not only is AI solving more open problems—its proofs are getting more elegant as the models improve,23,14,266,16414,https://x.com/kevinweil/status/2039200605672284572
76,gabriel,@gabriel1,2026-04-01T03:55:14.000Z,coding kinda pay to win,64,54,1000,85575,https://x.com/gabriel1/status/2039189820132728964
77,gabriel,@gabriel1,2026-04-01T04:16:58.000Z,"it's always been pay to win, but now you can be one dude and win",4,4,72,5387,https://x.com/gabriel1/status/2039195292378230910
78,News from Google,@NewsFromGoogle,2026-03-31T21:53:21.000Z,"Today, we’re rolling out updates to Fitbit’s personal health coach in Public Preview, including new tracking features for nutrient and water intake, mindfulness, stress and menstrual cycles.",4,15,114,7872,https://x.com/NewsFromGoogle/status/2039098749675315628
79,Chrome for Developers,@ChromiumDev,2026-03-06T20:01:25.000Z,"From flight searches to restaurant bookings, WebMCP is making apps agent-ready. Explore our list of demos to see the future of the web in action. Have a project? Submit a PR to be featured → 
https://
goo.gle/3MsLxOB",9,85,681,83287,https://x.com/ChromiumDev/status/2030010885712855155
80,Demis Hassabis,@demishassabis,2026-03-26T18:53:04.000Z,"Gemini 3.1 Flash Live is our highest quality audio & voice model yet - and a big leap towards building next-gen voice-first agents. Lower latency, better precision, more natural interactions... try it now with Gemini Live in the 
@GeminiApp
 or build with it in 
@GoogleAIStudio
!",123,153,1500,279417,https://x.com/demishassabis/status/2037241441152590056
81,Demis Hassabis,@demishassabis,2026-03-31T19:06:30.000Z,"Cc 
@joshwoodward
 we will look into it thanks",2,,4,1480,https://x.com/demishassabis/status/2039056763316547605
82,Josh Woodward,@joshwoodward,2026-04-01T01:53:03.000Z,On it.,,,5,982,https://x.com/joshwoodward/status/2039159074148016167
83,Kevin Hou,@kevinhou22,2026-04-01T01:48:17.000Z,"I joined Builders from 
@KleinerPerkins
 with 
@josh_coyne
 & 
@LM_Braswell
, alongside my friend 
@_mohansolo
, to talk agentic coding:

- what we learned building antigravity
- agent-ready codebases
- future of always-on agentic products

Thanks to our friends at KP for having us on!",6,9,67,12711,https://x.com/kevinhou22/status/2039157874144997655
84,Kevin Hou,@kevinhou22,2026-04-01T01:49:08.000Z,Full video,,,6,784,https://x.com/kevinhou22/status/2039158086779494762
85,Justin Cerenzia,@Cerenz,2026-03-31T20:38:24.000Z,"Been a 
@NotebookLM
 fan from day one and still am—but one thing it really illuminates is how much taste and curation still matter. The tool is powerful and fun, and it gets even more so when you're deliberate about what you feed it. Knowledge isn't obsolete. It's the whole point.",,1,5,2349,https://x.com/Cerenz/status/2039079891010724299
86,Logan Kilpatrick,@OfficialLoganK,2026-04-01T00:27:07.000Z,"Quality of life updates to 
@GoogleAIStudio
 we just shipped (using Gemini):

- You can now (optionally) save a temp chat in the playground
- You can now turn a playground chat into an app in 2 clicks
- Updated colors for playground to add some soul to it
- Simplified the mobile",79,62,866,54831,https://x.com/OfficialLoganK/status/2039137446932185266
87,Logan Kilpatrick,@OfficialLoganK,2026-04-01T00:28:34.000Z,"and these are just the set of things I have personally worked on with the engineering team + Gemini, so much more great stuff landed and in flight : )",4,2,100,16821,https://x.com/OfficialLoganK/status/2039137810741870880
88,Anthropic,@AnthropicAI,2026-04-01T00:27:02.000Z,"We've signed an MOU with the Australian Government to collaborate on AI safety research and support Australia's National AI Plan.

Read more:",211,241,1700,322019,https://x.com/AnthropicAI/status/2039137425214353555
89,Figma,@figma,2026-03-31T16:08:17.000Z,"Live with Claude Code

Join Figma's designer advocate, Brett McMillin, and Anthropic's technical staff member, Thariq Shihipar, as they talk through how to move fluidly between Claude Code and Figma.",36,124,1000,4691431,https://x.com/figma/status/2039011910260293851
90,Sherwin Wu,@sherwinwu,2026-03-31T23:41:22.000Z,"Everyone told me Tokyo wasn’t the most kid-friendly city, but after visiting Lalaport Mall in Toyosu – I’m starting to think otherwise. The mall has:

- a mini theme park called KidZania, where kids can pretend to do adult jobs for the day, like being a firefighter
- some",3,1,31,4483,https://x.com/sherwinwu/status/2039125935354782172
91,Sherwin Wu,@sherwinwu,2026-03-31T23:27:19.000Z,"ChatGPT for Excel is now available worldwide! 

We’ve been floored by the demand for the Excel plugin since launch, and we couldn’t be more excited to bring it to more people.

(sorry EU consumer, coming soon…)


https://
chatgpt.com/apps/spreadshe
ets/
…",8,14,225,22983,https://x.com/sherwinwu/status/2039122396440064046
92,Sherwin Wu,@sherwinwu,2026-03-31T23:24:20.000Z,"ChatGPT estimates that there are about 14T tokens across all the books ever printed in human history. 

With the OpenAI API zooming past 15B tokens/min, that means the API processes the sum of all books in just under 16 hours, crazy!


https://
openai.com/index/accelera
ting-the-next-phase-ai/
…",9,9,109,13022,https://x.com/sherwinwu/status/2039121648201478363
93,OpenAI Developers,@OpenAIDevs,2026-03-31T23:12:06.000Z,"Review issues
Address feedback
Commit changes
Open pull requests


@GitHub
 plugin in the Codex app.",45,60,849,57514,https://x.com/OpenAIDevs/status/2039118568252707144
94,Google for Developers,@googledevs,2026-03-31T23:00:00.000Z,"Build a real-time voice agent with Gemini 3.1 Flash Live and Stream's Vision Agents SDK using Stefan Blos’s walkthrough to move from early access to a fully orchestrated multi-step workflow.

What’s covered:

 Setting up the Vision Agents SDK with the Gemini plugin
 Defining",10,50,275,15737,https://x.com/googledevs/status/2039115523619697086
95,Google AI Developers,@googleaidevs,2026-03-31T22:44:55.000Z,Connect your coding agent to the latest Gemini API docs with our new MCP server and developer skills. Run a single command to unlock your agent's highest potential with less tokens.,13,61,425,24001,https://x.com/googleaidevs/status/2039111726139150825
96,Google AI Developers,@googleaidevs,2026-03-31T22:44:55.000Z,Get started:,,,18,4156,https://x.com/googleaidevs/status/2039111727888093333
97,Ryan Moulton,@moultano,2026-03-31T18:36:34.000Z,Being badly wrong over and over is a great way to start believing in the line. It's really embarrassing to be beaten by a line.,4,5,191,12239,https://x.com/moultano/status/2039049227213607420
98,Gmail,@gmail,2026-03-31T22:30:03.000Z,"Inbox Zero is a thing of the past. Introducing AI Inbox: cut through your email clutter with smart prioritization and daily personalized briefings. Rolling out today in Beta for Google AI Ultra subscribers in the US. → 
https://
goo.gle/4tjtfyK",117,275,2400,668078,https://x.com/gmail/status/2039107985281008078
99,roon,@tszzl,2026-03-31T05:52:27.000Z,god I love technology,86,109,1300,145002,https://x.com/tszzl/status/2038856932371681493
100,Google,@Google,2026-03-31T21:15:37.000Z,"Next stop: The moon  We teamed up with 
@NASA
  to answer your top Artemis II searches.",122,386,1900,332306,https://x.com/Google/status/2039089254056227146
101,Google for Developers,@googledevs,2026-03-31T21:00:00.000Z,"Your code belongs in a secure repository, not just in your local memory. 

Celebrate #WorldBackupDay by both backing up your work and securing your seat for #GoogleIO → 
https://
goo.gle/io2026reg-1",2,17,143,8076,https://x.com/googledevs/status/2039085326514139397
102,OpenAI,@OpenAI,2026-03-31T20:59:21.000Z,"Today, we closed our latest funding round with $122 billion in committed capital at an $852B post-money valuation.

The fastest way to expand AI’s benefits is to put useful intelligence in people’s hands early and let access compound globally. 

This funding gives us resources to",1000,1500,8200,3414003,https://x.com/OpenAI/status/2039085161971896807
103,Joaquin Quiñonero Candela,@jquinonero,2026-03-31T20:42:21.000Z,"Claude Code “you’ve hit your limit - resets <time date blah>” is killing me.  I have the Pro plan for Codex, and I hit no limits. The question is whether to get on Claude Max from Pro (yeah, Codex’s Pro sort of maps to Claude Max — no consistent naming).

The only reason I’d do",,,2,741,https://x.com/jquinonero/status/2039080885228835152
104,Google,@Google,2026-03-31T13:21:07.000Z,"You asked, we delivered. If you’re a U.S. Google user, you can now change your account username for tools like Gmail, Photos, Drive and more — while keeping your emails, data and account history. Here’s what to know:  

 You can choose any available 
@gmail
.com username.",392,916,5100,1046186,https://x.com/Google/status/2038969843701989773
105,Google,@Google,2026-03-31T13:21:08.000Z,"Here’s more information to get started. 
https://
goo.gle/4dkKIT0",21,33,248,125089,https://x.com/Google/status/2038969847741133165
106,Google,@Google,2026-03-31T20:40:30.000Z,We're working on expanding this feature to other countries soon — please stay tuned for more updates.,10,17,250,62613,https://x.com/Google/status/2039080417350099153
107,david fant,@da_fant,2026-03-31T17:45:59.000Z,"i used 
@karpathy
's autoresearch to make my react component 4x more performant",3,7,92,18915,https://x.com/da_fant/status/2039036498801250548
108,OpenAI Developers,@OpenAIDevs,2026-03-31T19:31:48.000Z,,40,30,319,44688,https://x.com/OpenAIDevs/status/2039063128072462713
109,Google Cloud Tech,@GoogleCloudTech,2026-03-31T16:00:16.000Z,"In Phase 2 of our AI workshop, we’re leveling up our multimodal agents! If you want to see how Cloud Spanner Graph and multi-agent orchestration work in a real-world architecture, this is the session for you.",3,9,57,7783,https://x.com/GoogleCloudTech/status/2039009894041297347
110,Google,@Google,2026-03-31T18:18:47.000Z,"PSA: You can change your Google account username without losing access to your emails or account history. That way, you don’t have to make a new account to avoid using your Gmail address from years ago. 

Here’s how",107,272,1500,167737,https://x.com/Google/status/2039044752897724585
111,Google Gemini,@GeminiApp,2026-03-31T17:30:23.000Z,"Create personalized images that are out of this realm with Nano Banana 2 in Gemini.

Try it for yourself and drop yours in the replies",56,42,319,31866,https://x.com/GeminiApp/status/2039032572634890486
112,Sundar Pichai,@sundarpichai,2026-03-31T17:13:50.000Z,"2004 was a good year, but your Gmail address doesn't need to be stuck in it.

To say goodbye to v0t3f0rp3dr02004@gmail.com or mrbrightside416@gmail.com (or whatever you were into at the time), go to your Google Account settings and choose any name available. You'll keep your old",1100,3700,40000,4810680,https://x.com/sundarpichai/status/2039028406226973088
113,Sundar Pichai,@sundarpichai,2026-03-31T17:13:50.000Z,"More details here: 
https://
support.google.com/accounts/answe
r/19870?visit_id=639105734524882167-3711238423
…",79,66,1200,564252,https://x.com/sundarpichai/status/2039028408164991433
114,cat,@_catwu,2026-03-31T17:11:04.000Z,"We've made setting up 
http://
claude.ai/code with GitHub much easier!

You can now run /web-setup in a local `claude` session to use your local GitHub credentials on the web",103,114,1000,137293,https://x.com/_catwu/status/2039027712288075812
115,cat,@_catwu,2026-03-31T17:11:05.000Z,Read more in our docs:,1,1,42,9703,https://x.com/_catwu/status/2039027714175508713
116,Stitch by Google,@stitchbygoogle,2026-03-31T17:01:26.000Z,"We are completely humbled by the amazing response to our launch last week!  Now, we want to help you get the absolute best results from Stitch.

In this new video, David East walks you through how to consistently get premium results.

We also launched a new prompt enhancer",46,276,2900,508990,https://x.com/stitchbygoogle/status/2039025289653846256
117,Stitch by Google,@stitchbygoogle,2026-03-31T17:01:27.000Z,The new 'enhance prompt' tool (located under the '+' menu) can improve your results and help teach you design language,3,3,86,19089,https://x.com/stitchbygoogle/status/2039025292497522762
118,Stitch by Google,@stitchbygoogle,2026-03-31T17:01:28.000Z,Learn to be your own creative director in the video,1,1,61,12660,https://x.com/stitchbygoogle/status/2039025294498312455
