#,作者,账号,时间,原文,回复,转发,点赞,浏览,链接
19,Philipp Schmid,@_philschmid,2026-04-05T12:27:53.000Z,"Big Kudos to 
@MaartenGD
! LFG!",,2,12,1813,https://x.com/_philschmid/status/2040768383902192089
20,Sherwin Wu,@sherwinwu,2026-03-31T23:41:22.000Z,"Everyone told me Tokyo wasn’t the most kid-friendly city, but after visiting Lalaport Mall in Toyosu – I’m starting to think otherwise. The mall has:

- a mini theme park called KidZania, where kids can pretend to do adult jobs for the day, like being a firefighter
- some",4,2,33,5201,https://x.com/sherwinwu/status/2039125935354782172
21,Sherwin Wu,@sherwinwu,2026-04-05T09:56:06.000Z,"UPDATE: MARKIS mall in Minatomirai is also incred – Yokohama in general seems great for kids.

A group called Candy Disco (?!) hosting a kids dance party all afternoon.

Kids clothing stores everywhere.

A Babies R Us – which I don’t even know if we have anymore in the Bay Area!",,,3,573,https://x.com/sherwinwu/status/2040730187843916169
22,Sherwin Wu,@sherwinwu,2026-04-05T09:52:11.000Z,Definitely want you building on top of our products!,2,3,29,4756,https://x.com/sherwinwu/status/2040729203705041202
23,Philipp Schmid,@_philschmid,2026-04-05T09:33:00.000Z,"Gemma 4 is the #1 trending model on 
@huggingface",14,28,483,21502,https://x.com/_philschmid/status/2040724374781587948
24,Tibo,@thsottiaux,2026-04-05T05:42:52.000Z,Does anyone have a breakdown of how much value you get in your various AI subscriptions from different providers? When compared to API prices,179,19,901,99395,https://x.com/thsottiaux/status/2040666459370840199
25,James Campbell,@jam3scampbell,2026-04-05T04:42:58.000Z,Aidan McLaughlin and the chamber of algorithmic secrets,17,6,371,16843,https://x.com/jam3scampbell/status/2040651387869249779
26,will depue,@willdepue,2026-04-05T04:37:18.000Z,met a frog today,8,,89,6805,https://x.com/willdepue/status/2040649960073433395
27,will depue,@willdepue,2026-04-05T02:58:48.000Z,can we not post lm arena elo score. it’s literally worth 200 points if you just crank Markdown and response length. remember Llama 4 lmsys? this is not a good eval,14,11,398,37489,https://x.com/willdepue/status/2040625171824857495
28,will depue,@willdepue,2026-04-05T03:48:17.000Z,"https://
x.com/demishassabis/
status/2040067247146770714?s=20
…

looks like a sick model though! 84% gpqa is wild",3,,46,6975,https://x.com/willdepue/status/2040637623224414482
29,will depue,@willdepue,2026-04-05T03:52:16.000Z,code force elo and HLE 20% is super impressive. curious what simpleqa would be & gdpval,4,,37,3569,https://x.com/willdepue/status/2040638628590673927
30,Greg Brockman,@gdb,2026-04-05T03:18:56.000Z,Codex app server makes it easy to build your own agentic apps:,75,67,910,138337,https://x.com/gdb/status/2040630239823339992
31,gabriel,@gabriel1,2026-04-05T03:05:42.000Z,"just took me a few days of doing all prompting with my voice, and now it comes so naturally and fluent. like i could do it in public now with zero shame, and im swedish

everything that requires large amounts of human feedback like coding or white collar work will run on voice",26,21,551,25425,https://x.com/gabriel1/status/2040626907600113666
32,will depue,@willdepue,2026-04-05T02:46:31.000Z,you guys really went easy on Project Hail Mary. just arrival for retards.  interstellar for chuds,137,161,4100,499128,https://x.com/willdepue/status/2040622080933109802
33,NASA,@NASA,2026-04-05T00:46:44.000Z,"As communities gather this weekend, 
@AstroVicGlover
 reflects on the shared spaceship we all call home: Earth.",1100,8300,38000,1803704,https://x.com/NASA/status/2040591934272520338
34,Yo Shavit,@yonashav,2026-04-05T00:39:13.000Z,This is the AI governance intervention I am currently most bullish about. I think it is near-term tractable and currently has close to 0 policy or technical people executing on it.,11,6,135,19081,https://x.com/yonashav/status/2040590042654032339
35,Simon Smith,@_simonsmith,2026-04-04T21:19:40.000Z,"I’ve been critical of OpenAI lately, but for the past three weeks my family has been dealing with a health issue with my dad, and a ChatGPT shared project with live document syncing has been essential to organizing and understanding everything happening.

Me, my four siblings, my",35,66,1000,421502,https://x.com/_simonsmith/status/2040539824034115676
36,Sharbel,@sharbel,2026-04-03T13:57:26.000Z,"Google Just Made OpenClaw Free (GEMMA 4):

0:00 - Why Gemma 4 matters
0:48 - #3 open model in the world
1:24 - What Gemma 4 actually does
2:01 - What this means for OpenClaw
3:03 - How to set up Gemma 4
3:58 - My honest take after running Claude for 3 months",90,348,3100,332424,https://x.com/sharbel/status/2040066144514548049
37,clem,@ClementDelangue,2026-04-04T00:18:18.000Z,"llama-server -hf ggml-org/gemma-4-26b-a4b-it-GGUF:Q4_K_M

openclaw onboard --non-interactive \
  --auth-choice custom-api-key \
  --custom-base-url ""http://127.0.0.1:8080/v1"" \
  --custom-model-id ""ggml-org-gemma-4-26b-a4b-gguf"" \
  --custom-api-key ""llama.cpp"" \",26,53,540,103318,https://x.com/ClementDelangue/status/2040222392434172269
38,Greg Brockman,@gdb,2026-04-04T22:43:25.000Z,chatgpt for helping navigate health issues for a loved one:,77,24,360,70789,https://x.com/gdb/status/2040560901955457300
39,Thariq,@trq212,2026-04-04T22:30:09.000Z,POV: you're cooking,79,18,973,80287,https://x.com/trq212/status/2040557561464885382
40,Andrew Mayne,@AndrewMayne,2026-04-04T20:40:24.000Z,I might just pre-order my next novel on Amazon to see how it ends instead of going through another round of notes.,1,,5,2024,https://x.com/AndrewMayne/status/2040529945190088787
41,Andy Masley,@AndyMasley,2026-04-04T16:18:29.000Z,"It's been turning me crazy seeing how far the data center heat island paper, which hasn't been peer reviewed, has made it in the media, with every headline implying it's the air that's warming. A stupid lie spreading fast in real time.",7,15,262,12005,https://x.com/AndyMasley/status/2040464032361071066
42,Techmeme,@Techmeme,2026-04-04T05:15:54.000Z,"Generalist, which raised $140M at a $440M valuation in 2025, releases GEN-1, an AI model to help robots handle high-dexterity tasks typically done by humans (
@annatonger
 / Forbes)


https://
forbes.com/sites/annatong
/2026/04/02/generalist-is-betting-its-robot-training-gloves-will-usher-in-robotics-chatgpt-moment/
…


http://
techmeme.com/260404/p2#a260
404p2
…

 Send tips! 
https://
techmeme.com/contact",1,8,21,5658,https://x.com/Techmeme/status/2040297285268250862
43,Andrew Mayne,@AndrewMayne,2026-04-04T20:01:50.000Z,Generalist does feel like a ChatGPT moment – but when it was GPT-3.5 and nobody understood what a leap it was.,3,7,43,9028,https://x.com/AndrewMayne/status/2040520236282396713
44,Andrew Mayne,@AndrewMayne,2026-04-04T20:00:13.000Z,"Meanwhile as people are oohing and ahhing at some janky teleoperated robots, Generalist, a team of people from OpenAI, Boston Dynamics and Google DeepMind are building truly intelligent robot systems that learn on the spot and can do much more complicated tasks.",1,10,76,8645,https://x.com/AndrewMayne/status/2040519833125888510
45,gabriel,@gabriel1,2026-04-04T16:54:20.000Z,"realized the door im running in front of every day of is anthropics office 

let's see attendance on a saturday",33,18,1100,564647,https://x.com/gabriel1/status/2040473053357113806
46,Andrew Mayne,@AndrewMayne,2026-04-04T18:37:32.000Z,It's a weekend which means much less restrictive Claude usage. So this should be a good time to get work done.,,,7,5615,https://x.com/AndrewMayne/status/2040499024017682804
47,gabriel,@gabriel1,2026-04-04T16:43:21.000Z,"all interfaces will only be for exploring, not doing tasks",7,8,162,8973,https://x.com/gabriel1/status/2040470287997894712
48,Greg Brockman,@gdb,2026-04-04T16:28:35.000Z,AI use is an emerging skill which improves businesses and unlocks entrepreneurship:,106,69,657,193462,https://x.com/gdb/status/2040466572158869832
49,Greg Brockman,@gdb,2026-04-04T16:16:43.000Z,ship your app to Vercel with Codex:,71,83,933,110527,https://x.com/gdb/status/2040463585088794740
50,will depue,@willdepue,2026-04-04T15:32:55.000Z,"the agi pitch of ‘it will solve cancer’ is unfortunately weak because i would gladly trade having to risk cancer vs me and all my descendants losing all economic utility until the end of time, obviously

agi world needs to just miraculously great to counter losing all labor value",61,23,446,59018,https://x.com/willdepue/status/2040452563510640704
51,will depue,@willdepue,2026-04-04T15:41:29.000Z,"the one thing that has kept us alive for centuries is nonzero labor value

you can’t just kill all the peasants if you need to feed the army

there’s no social mobility without some comparative labor advantage",12,3,135,6224,https://x.com/willdepue/status/2040454718170759272
52,OpenAI Developers,@OpenAIDevs,2026-04-04T14:58:26.000Z,"Go from project setup to deployment with the 
@Vercel
 plugin in the Codex app.",65,91,886,167869,https://x.com/OpenAIDevs/status/2040443885374304639
53,NotebookLM,@NotebookLM,2026-04-04T00:37:07.000Z,"Quizzes & Flashcards just got an A+ upgrade 

After every set, you’ll now see a summary of topics covered, with suggestions on what to study next. Hungry for more? Use the new re-generate tool to focus on the topics that you'd like a little more practice in.",34,101,1000,51423,https://x.com/NotebookLM/status/2040227127082295424
54,gabriel,@gabriel1,2026-04-04T06:58:41.000Z,"it's extremely hard to imagine what 100% perfect and solved image or video generation looks like

every new model launch ""100% solves video/image"" but then we continue to say that for 10 more releases",38,13,486,35157,https://x.com/gabriel1/status/2040323154074374411
55,gabriel,@gabriel1,2026-04-04T06:58:42.000Z,"i remember using v5 at midjourney when i joined and being like ""yeah this is it. what more could you ever need"" then dalle 3 blew my mind in prompt coherence

and none of them are even comparable to image gen or nano banana",1,,60,5234,https://x.com/gabriel1/status/2040323155622002827
56,gabriel,@gabriel1,2026-04-04T06:58:42.000Z,"will be very interesting to see how far it could go for media generation, one way to see it is when every single possible image can be represented in a latent space, and users intent is perfectly captured. but like what does that feel like? idk?",4,1,47,4473,https://x.com/gabriel1/status/2040323157903778221
57,Chengpeng,@CPMou2022,2026-04-04T03:55:30.000Z,"While investors debate supply vs. demand constraints, usage is telling a clearer story. Tokens are compounding - and increasingly tied to real work. We’re positioning accordingly.",2,2,30,9326,https://x.com/CPMou2022/status/2040277050775515513
58,Jerry Tworek,@MillionInt,2026-04-04T02:52:09.000Z,Is learning deep enough?,12,2,105,9013,https://x.com/MillionInt/status/2040261110654443932
59,Jerry Tworek,@MillionInt,2026-04-04T02:57:48.000Z,Great idea!,2,,10,1155,https://x.com/MillionInt/status/2040262532796223583
60,gabriel,@gabriel1,2026-04-04T03:00:17.000Z,"no problemos jerry, always here if you want a sounding board",,,2,325,https://x.com/gabriel1/status/2040263155344114031
61,Claude,@claudeai,2026-04-02T22:46:27.000Z,Computer use in Claude Cowork and Claude Code Desktop is now available on Windows.,669,1400,11000,1444227,https://x.com/claudeai/status/2039836891508261106
62,david fant,@da_fant,2026-04-04T01:58:47.000Z,"""simplify this code""

codex: deletes 100 lines and adds 200

claude: deletes 50 lines and adds a bug",2,5,57,3791,https://x.com/da_fant/status/2040247678488182841
63,Varunram Ganesh,@varunram,2026-04-03T17:56:58.000Z,"Codex is great and a good alternative to Claude Code but Apple doesn't position Apple as an alternative to Samsung or cheaper Samsung or better Samsung or anything like that.

OpenAI needs to get its comms together without employees diluting the brand in random ways. And its very",49,3,285,62323,https://x.com/varunram/status/2040126424737251531
64,Tibo,@thsottiaux,2026-04-03T21:52:56.000Z,We're not Apple. We are OpenAI.,49,26,1300,43319,https://x.com/thsottiaux/status/2040185809882742805
65,Andrew Mayne,@AndrewMayne,2026-04-04T01:05:06.000Z,The confusion is understandable given that some of the coolest people to ever work at Apple are now working with OpenAI.,,,3,612,https://x.com/AndrewMayne/status/2040234171365573078
66,Tibo,@thsottiaux,2026-04-04T00:50:26.000Z,"From the surge in demand on Codex and many other services, it is clear that AI companies are going to go through a phase of demand outpacing supply. Two things will be most important, having the most capacity and having the most efficient models. I believe we have both.",170,118,2500,154827,https://x.com/thsottiaux/status/2040230479392395539
67,Thariq,@trq212,2026-04-03T23:50:38.000Z,"claim a month of free credits on us, thanks for bearing with us",367,108,2400,550643,https://x.com/trq212/status/2040215427931156595
68,Boris Cherny,@bcherny,2026-04-03T23:14:55.000Z,"Starting tomorrow at 12pm PT, Claude subscriptions will no longer cover usage on third-party tools like OpenClaw.

You can still use these tools with your Claude login via extra usage bundles (now available at a discount), or with a Claude API key.",1800,2100,8500,6183947,https://x.com/bcherny/status/2040206440556826908
69,Boris Cherny,@bcherny,2026-04-03T23:14:55.000Z,"Subscribers get a one-time credit equal to your monthly plan cost. If you need more, you can now buy discounted usage bundles. To request a full refund, look for a link in your email tomorrow. 
https://
support.claude.com/en/articles/13
189465-logging-in-to-your-claude-account
…",237,156,1500,975389,https://x.com/bcherny/status/2040206443094446558
70,Boris Cherny,@bcherny,2026-04-03T23:14:56.000Z,We want to be intentional in managing our growth to continue to serve our customers sustainably long-term. This change is a step toward that.,130,26,975,308762,https://x.com/bcherny/status/2040206444428189755
71,Greg Brockman,@gdb,2026-04-03T23:09:14.000Z,welcome to the team!!,38,11,690,115048,https://x.com/gdb/status/2040205009954984057
72,Tibo,@thsottiaux,2026-04-03T21:59:27.000Z,Time to build. Welcome to the team Kath! Maybe we'll get a nice little mascot now too.,28,3,394,40710,https://x.com/thsottiaux/status/2040187450551869863
73,Tibo,@thsottiaux,2026-04-03T21:51:42.000Z,"Always fun when you notice Codex being clever in a way you don't expect. 

In a session today, it was running a slow build process and got annoyed (don't we all). Before making a change it checked that progress was actually happening and did so not by checking the logs, but by",103,25,965,60296,https://x.com/thsottiaux/status/2040185497415565442
74,Noah Zweben,@noahzweben,2026-04-03T21:43:28.000Z,"Look mom, I got an S!!",8,4,66,17057,https://x.com/noahzweben/status/2040183427560100188
75,Noah Zweben,@noahzweben,2026-04-03T21:40:28.000Z,"Incredible to see  
@ForeverSolar
 using the Claude Agent SDK to drive permitting wins in the solar industry

""Claude Agent SDK scored 97.5% on our benchmark—we couldn't break it...Other frameworks hit 20–60% at higher cost.""


https://
claude.com/customers/free
dom-forever
…

Yay green energy!",3,7,82,37699,https://x.com/noahzweben/status/2040182670974660867
76,Noah Zweben,@noahzweben,2026-04-03T21:40:28.000Z,Get started at,,,4,1956,https://x.com/noahzweben/status/2040182672593690813
77,GoogleTrends,@GoogleTrends,2026-04-03T21:30:55.000Z,"Searches for ""where is the artemis 2 right now"" are taking off , up a whopping 3900% over the last week",2,1,9,2466,https://x.com/GoogleTrends/status/2040180270943371374
78,GoogleTrends,@GoogleTrends,2026-04-03T21:32:08.000Z,"Fun tip: you can use AI Mode to keep track of where Orion is on its mission. Simply go to 
http://
g.ai and type in “can you show me the path and status of Orion's altitude and velocity”",,1,2,2050,https://x.com/GoogleTrends/status/2040180575542157672
79,Anthropic,@AnthropicAI,2026-04-03T21:28:01.000Z,"New Anthropic Fellows Research: a new method for surfacing behavioral differences between AI models.

We apply the “diff” principle from software development to compare open-weight AI models and identify features unique to each. 

Read more:",232,411,2600,475963,https://x.com/AnthropicAI/status/2040179539738030182
80,Anthropic,@AnthropicAI,2026-04-03T21:28:03.000Z,"This technique isn't perfect—it can be oversensitive, sometimes flagging analogous features as distinct. But by focusing only on differences, it allows us to audit AI models more efficiently.",16,4,144,49489,https://x.com/AnthropicAI/status/2040179545572278529
81,Anthropic,@AnthropicAI,2026-04-03T21:28:03.000Z,"This research is a product of our Anthropic Fellows program, led by 
@tomjiralerspong
 and supervised by 
@TrentonBricken
.

See the full paper here:",12,17,169,47014,https://x.com/AnthropicAI/status/2040179546729873794
82,Google for Developers,@googledevs,2026-04-03T21:00:00.000Z,"Good caching = fast sites.
 Bad caching = fast exits.",5,10,94,9558,https://x.com/googledevs/status/2040172489502831003
83,gabriel,@gabriel1,2026-04-03T18:56:28.000Z,"im ~1.4x more productive with right cmd⌘ being instant transcription into any interface

my hands starting to hurt from prompting so much. voice is 100% the future and it's so efficient. waiting for whisper devices so i can do it in public without swedish discomfort",50,17,618,36323,https://x.com/gabriel1/status/2040141399627280738
84,gabriel,@gabriel1,2026-04-03T20:53:13.000Z,everything in your life will be steerable at any place. i reach for my phone to do stuff all the time and realize it's only on my laptop i can do it automatically rn,1,,26,2833,https://x.com/gabriel1/status/2040170779976032384
85,Google AI,@GoogleAI,2026-04-03T20:18:48.000Z,"Here’s everything we launched this week (we promise not a single one of these is a joke):

— Gemma 4, bringing our most intelligent open models and breakthrough reasoning to your personal hardware and devices while outcompeting models 20x its size

— Veo 3.1 Lite, our latest",62,83,825,69745,https://x.com/GoogleAI/status/2040162119325454548
86,Google,@Google,2026-04-03T17:29:23.000Z,"Save this post for our best Lyria 3 prompting tips.

Our music generation model lets you make custom tracks using text, photos or even video references in the 
@GeminiApp
. Here’s how to get great results:

Text prompts in",1,70,463,93766,https://x.com/Google/status/2040119485315629495
87,will depue,@willdepue,2026-04-03T18:41:39.000Z,idk why they edited such an unhinged quote of mine at the end of this. great doc from the prolific donald jewkes,2,1,34,7437,https://x.com/willdepue/status/2040137671478251791
88,michael s galpert,@msg,2026-04-06T04:36:18.000Z,I’m going to bed rn but really excited to see what my claw dreams about,,,1,68,https://x.com/msg/status/2041012094750142957
89,Bin Liu,@liu8in,2026-04-06T04:16:59.000Z,"how about motion graphics

video from our soon-to-be open sourced engine

interested in vibe-coding videos Claude Code? drop me a note!

output inspired by 
@codetaur",2,2,4,71,https://x.com/liu8in/status/2041007234214453660
90,BashMan589,@bashycrypto,2026-04-06T02:41:28.000Z,"91-year-old retired electrical engineer builds a full-scale app for his church using 
@claudeai
 + 
@Replit
 
@amasad
 

No coding background.
Less than $350 spent.

Proof it’s never too late to build something incredible.

Full video: 
https://
youtu.be/-xDQrJmVcfU?si
=KluFa8O-nVWc5OAj
…",5,8,110,9914,https://x.com/bashycrypto/status/2040983197291274473
91,Nikita Bier,@nikitabier,2026-04-06T01:48:24.000Z,"Well, we fixed the last bug. 
X is officially bug-free.",2700,909,9000,403410,https://x.com/nikitabier/status/2040969841306468454
92,Nikita Bier,@nikitabier,2026-04-06T02:25:16.000Z,,120,53,825,40495,https://x.com/nikitabier/status/2040979119748571608
93,Matthew Berman,@MatthewBerman,2026-04-06T02:24:35.000Z,"Keeping OpenClaw markdown files tidy was a headache. Skill files, prompts etc would constantly get bloated. It got worse when I started keeping multiple versions of each file for different models. 

The solution? 

A nightly skill drift detector workflow. 

Published as a kit:",3,3,30,2468,https://x.com/MatthewBerman/status/2040978948860137833
94,Matthew Berman,@MatthewBerman,2026-04-06T02:00:42.000Z,"Seth published a bunch of great Kits to 
http://
journeykits.ai. Go check them out!",1,1,16,4801,https://x.com/MatthewBerman/status/2040972936027512850
95,Justine Moore,@venturetwins,2026-04-06T01:57:50.000Z,"I still believe one of the most valuable use cases for AI will be translation.

And not just between languages!

Imagine a tool that takes what you want to say and words it in a way the other person will actually understand (using context on both you + them).",34,8,77,3964,https://x.com/venturetwins/status/2040972217434222864
96,Aaron Levie,@levie,2026-04-06T01:40:52.000Z,"There are far more categories where AI agents making things more efficient will induce demand for that skill than spaces where agents eliminate the work. This is why the AI jobs predictions will not play out as advertised. 

AI making it easy to produce more code will mean we",20,28,123,36438,https://x.com/levie/status/2040967947275948357
97,Peter Yang,@petergyang,2026-04-05T13:27:02.000Z,"""We write very few specs on the Codex team. We're talking 10 bullet points and that's it.""

Here's my new episode with 
@embirico
 and 
@romainhuet
 where they gave me an inside look at how OpenAI's Codex team operates:

→ Live demo: Building in seconds with Spark
→ How the team",22,33,361,117074,https://x.com/petergyang/status/2040783271123136750
98,KeyPaganRush,@KeyPaganRush,2026-04-05T03:20:10.000Z,,2,11,224,8449,https://x.com/KeyPaganRush/status/2040630549275086950
99,Matthew Berman,@MatthewBerman,2026-04-06T01:00:28.000Z,"it's happening...

just moved LCM (lossless claw memory plugin) to use gemma 4. slowly but surely more and more of my stack is moving to open source.",20,4,139,5866,https://x.com/MatthewBerman/status/2040957778320310306
100,Matthew Berman,@MatthewBerman,2026-04-06T00:57:26.000Z,"I used a 24 hour cool off after someone registers for 
http://
JourneyKits.ai before they can publish. 

That completely breaks the ""a-ha"" moment. 

That is now removed.",5,,16,2235,https://x.com/MatthewBerman/status/2040957016165032193
101,Peter Steinberger,@steipete,2026-04-05T23:05:55.000Z,"The next version of 
@OpenClaw
 comes with native video generation. To start, I added support for the following companies:

  - Alibaba
  - BytePlus
  - fal
  - Google
  - MiniMax
  - OpenAI
  - Qwen
  - Together
  - xAI 
https://
docs.openclaw.ai/tools/video-ge
neration
…",164,191,2000,110343,https://x.com/steipete/status/2040928953653744003
102,Dave Morin,@davemorin,2026-04-05T23:05:08.000Z,"The next 
@openclaw
 release is . Get ready.",44,28,409,33582,https://x.com/davemorin/status/2040928754013553036
103,Citrini,@citrini,2026-04-04T06:08:45.000Z,"Couple higher conviction views of informed parties in the Gulf:

1) The US will launch a ground operation within the next week or so, as evidenced by much higher troop numbers than reported in the UAE with numbers recently accelerating.

2) Even considering the above, traffic",106,209,2700,371042,https://x.com/citrini/status/2040310584399335636
104,Geiger Capital,@Geiger_Capital,2026-04-05T18:07:31.000Z,"Absolutely incredible…

Citrini Analyst #3 got picked up by the CID (Gulf CIA) because of the tweets about him.",74,229,4900,476287,https://x.com/Geiger_Capital/status/2040853857194942950
105,Peter Yang,@petergyang,2026-04-06T00:48:53.000Z,"What are some good examples of open source winning vs. proprietary tech?  

In mobile for example, Android has the most market share but iOS still captures the majority of profits.

Seems like both can win?",5,,4,2732,https://x.com/petergyang/status/2040954866567364758
106,Alex Atallah,@alexatallah,2026-04-06T00:43:43.000Z,"Redline is now a Claude Code plugin!

- Unlike other review plugins, it lets the model decide when to automatically review (or rescue) the last diff
- Now works with Codex subscriptions!
- Works with any 
@OpenRouter
 model

More unique features",5,5,16,6495,https://x.com/alexatallah/status/2040953565964124359
107,Alex Atallah,@alexatallah,2026-04-06T00:43:46.000Z,"All the tools are customizable. After installing the plugin, you can manually edit each command",1,,1,312,https://x.com/alexatallah/status/2040953578073043246
108,Alex Atallah,@alexatallah,2026-04-06T00:43:47.000Z,Let me know if you have feedback!,,,1,313,https://x.com/alexatallah/status/2040953579880739131
109,Peter Yang,@petergyang,2026-04-06T00:28:18.000Z,"Looks delicious 
@steipete",,,25,3656,https://x.com/petergyang/status/2040949683569541286
110,public_intellectual,@publicinte,2026-04-05T18:46:57.000Z,"Strait of Hormuz: A CitriniResearch Field Trip

The Field Report from Analyst #3 is live.


https://
citriniresearch.com/p/strait-of-ho
rmuz-a-citrini-field
…",29,268,5100,322850,https://x.com/publicinte/status/2040863780272566562
111,Matthew Berman,@MatthewBerman,2026-04-06T00:18:47.000Z,Marc Benioff calls BS on CEOs blaming AI for layoffs.,7,3,27,6382,https://x.com/MatthewBerman/status/2040947289825706439
112,Adam Cochran (adamscochran.eth),@adamscochran,2026-04-05T20:52:49.000Z,"It’s insane not only how wild the story is, but how well it’s written.

If Citrini’s team ever stopped writing investment memos, they could create novels that would put Tom Clancy or Jack Reacher to shame.

One of the few research newsletters I subscribe to, and worth every",14,48,1500,442409,https://x.com/adamscochran/status/2040895455371083797
113,jacky,@jjacky,2026-04-05T17:44:28.000Z,"excited to announce im joining 
@OpenRouter
 as their first dev rel 

multi-model is the future. and i was offered a seat on this rocketship. 

super stoked to be welcomed to this incredible company! 

thanks 
@alexatallah
 
@shashankgoyal95
 
@pingToven
 and more!",28,11,126,21131,https://x.com/jjacky/status/2040848057713955299
114,Peter Yang,@petergyang,2026-04-06T00:05:16.000Z,"Why OpenAI doesn't focus on roadmaps from 
@embirico
 (Codex product lead):

""At 
@OpenAI
, you either plan near or long-term, but you never plan medium-term. It's just too difficult.

Near-term is up to eight weeks from now. What is a concrete thing you can rally a team to ship?",12,13,196,41123,https://x.com/petergyang/status/2040943889822232790
115,Joshua Xu,@joshua_xu_,2026-04-06T00:00:45.000Z,"Great example of what this unlocks for education.

This is the beauty of being able to reach people in 175+ languages and dialects. Something like this can be delivered as intended, and then translated via HeyGen to be understood anywhere.",1,2,7,1249,https://x.com/joshua_xu_/status/2040942750934474773
