#,作者,账号,时间,原文,回复,转发,点赞,浏览,链接
18,OpenAI Developers,@OpenAIDevs,2026-03-10T20:32:58.000Z,"Here's how 
@bolinfest
 uses Codex to code by prompting changes, guiding implementation, reviewing outputs, and splitting large PRs into reviewable commits.",25,23,287,29056,https://x.com/OpenAIDevs/status/2031468378687418405
19,OpenAI Developers,@OpenAIDevs,2026-03-10T20:33:01.000Z,"Catch his chat with 
@ryanlpeterman
 here",1,,21,10590,https://x.com/OpenAIDevs/status/2031468390628601978
20,Google Antigravity,@antigravity,2026-03-10T20:14:22.000Z,"Antigravity Agent handles skill calling two ways: implicit automation that anticipates your needs, and explicit /skillname commands for when you want total control. It’s the perfect transition between AI automation and human intent. See how it works.",27,48,644,31589,https://x.com/antigravity/status/2031463696849940840
21,Thariq,@trq212,2026-03-10T20:07:45.000Z,really good post on why agentic coding evals are so noisy and might vary by several percentage points between runs,27,13,247,37167,https://x.com/trq212/status/2031462032508334434
22,Google for Developers,@googledevs,2026-03-10T20:00:01.000Z,"Gemini 3 AMA: Ask us anything! 

Join 
@thorwebdev
 & 
@patloeber
 to talk latest releases, advanced features, and Gemini API tips as we kick off the #BuildWithAI season → 
https://
goo.gle/4uCJYij 

 March 11 | 11AM ET
 Google Dev Discord (Stage)

Bring your Google AI Studio",5,8,48,4678,https://x.com/googledevs/status/2031460085776441855
23,Google,@Google,2026-03-10T19:22:05.000Z,"10 years ago, 
@GoogleDeepMind
’s AlphaGo became the first program to beat a world champion at Go — a game with more moves than atoms in the universe.

AlphaGo won with the help of “Move 37,” a play so unconventional experts thought it was a mistake. Here’s how that win heralded",26,49,258,32934,https://x.com/Google/status/2031450539150774714
24,Google,@Google,2026-03-10T19:22:07.000Z,"AlphaEvolve, an AI agent inspired by AlphaGo’s search methods, is discovering how to make computers run more efficiently. 

It recently was used to discover a novel way to multiply matrices — the core math powering nearly all modern AI. By optimizing code at its most basic",3,12,46,21754,https://x.com/Google/status/2031450547899752768
25,Google,@Google,2026-03-10T19:22:08.000Z,"Move 37 was a glimpse of AI’s potential, but true AGI requires the creativity to not just master a game, but to invent something as deep and elegant as Go itself.

We think the combination of Gemini’s world models, AlphaGo’s search and planning techniques, and specialized AI tool",3,10,42,21053,https://x.com/Google/status/2031450551284641942
26,Sundar Pichai,@sundarpichai,2026-03-10T19:18:57.000Z,"Amazing to see how our experimental research AI system for mammography interpretation identified more cases of interval cancers, as well as invasive cancer, and more cases overall, than conventional methods. Plus it could reduce clinicians’ screening workloads by an estimated",59,67,630,57641,https://x.com/sundarpichai/status/2031449749652717685
27,Ethan Mollick,@emollick,2026-03-10T16:22:23.000Z,"NotebookLM: Do a deep research report and make a video telling me exactly how to take over Rome if I time travelled to 66 BC with a single backpack.

Actually pretty fun to watch and gets a lot of historical details in as well.",27,84,790,76885,https://x.com/emollick/status/2031405314889654476
28,Tulsee Doshi,@tulseedoshi,2026-03-10T17:55:34.000Z,Gemini making my day-to-day so much more convenient!,3,1,36,1607,https://x.com/tulseedoshi/status/2031428767378452699
29,Demis Hassabis,@demishassabis,2026-03-10T15:13:15.000Z,"Ten years ago, AlphaGo’s legendary match in Seoul heralded the start of the modern era in AI. Its famous ‘Move 37’ signaled to us that AI techniques were ready to tackle real-world problems in areas like science - and ideas inspired by these methods are critical to building AGI",131,381,2300,310936,https://x.com/demishassabis/status/2031387915348062567
30,Demis Hassabis,@demishassabis,2026-03-10T15:13:16.000Z,"And if you want even more AlphaGo + AI for Science content, there’s a recent episode of the 
@GoogleDeepMind
 Podcast with the awesome 
@FryRsquared
 and I discussing the Alpha series + AGI amongst many other things!",4,8,102,29672,https://x.com/demishassabis/status/2031387921429750130
31,Demis Hassabis,@demishassabis,2026-03-10T17:54:46.000Z,"+ the newest 
@GoogleDeepMind
 Podcast is all about AlphaGo! Check it out here:",,4,43,19793,https://x.com/demishassabis/status/2031428562780303603
32,Made by Google,@madebygoogle,2026-03-10T17:37:16.000Z,"Let your Google Pixel handle your busy work with 
@GeminiApp
. Groceries, rides, and reorders, done in the background. You stay in control while it works.¹ Available as a beta feature in the Gemini app.² #Gemini #Pixel 
http://
goo.gle/4r8Z7Vs",10,20,215,17935,https://x.com/madebygoogle/status/2031424161533333805
33,Google AI Developers,@googleaidevs,2026-03-10T17:26:25.000Z,"Start building with Gemini Embedding 2, our most capable and first fully multimodal embedding model built on the Gemini architecture. Now available in preview via the Gemini API and in Vertex AI.",24,167,1000,114219,https://x.com/googleaidevs/status/2031421430718415051
34,Google AI Developers,@googleaidevs,2026-03-10T17:26:26.000Z,"Our  latest model provides support across diverse modalities:

+ Interleaved embeddings containing text, images, video, audio, and PDFs
+ Semantic understanding for 100+ languages
+ Flexible output dimensions (128, 768, 1536, and 3072 by default)
+ Easy partner integration

By",1,6,44,6432,https://x.com/googleaidevs/status/2031421433625088244
35,Google AI Developers,@googleaidevs,2026-03-10T17:26:26.000Z,Read the blog to learn more ↓,1,2,22,3808,https://x.com/googleaidevs/status/2031421435457978859
36,Philipp Schmid,@_philschmid,2026-03-10T16:49:59.000Z,"What if one embedding model could understand text, images, video, audio, and PDFs all at once? Excited to share Gemini Embedding 2 our first fully multimodal embedding model.

 5 modalities in a single unified embedding space
 Supports up to 8,192 input tokens, 100+ languages",14,52,496,26883,https://x.com/_philschmid/status/2031412260162138428
37,Philipp Schmid,@_philschmid,2026-03-10T16:49:59.000Z,"Docs: 
https://
ai.google.dev/gemini-api/doc
s/embeddings
…

Blog:",,1,19,2153,https://x.com/_philschmid/status/2031412262771052845
38,Logan Kilpatrick,@OfficialLoganK,2026-03-10T16:48:37.000Z,"Say hello to Gemini Embedding 2, our new SOTA multimodal model that lets your bring text, images, video, audio, and docs into the same embedding space!",221,443,4200,400136,https://x.com/OfficialLoganK/status/2031411916489298156
39,Logan Kilpatrick,@OfficialLoganK,2026-03-10T16:49:28.000Z,Very excited to make this happen and bring the new  model to the world with a unified experience:,10,14,343,31687,https://x.com/OfficialLoganK/status/2031412130780525006
40,Tibo,@thsottiaux,2026-03-10T16:47:32.000Z,"We are adding compute as fast as we can for Codex, but demand is surging faster than anticipated and service can be a little bit choppy for some. Team is working hard behind the scenes.",179,70,1600,74796,https://x.com/thsottiaux/status/2031411642618228935
41,Google for Developers,@googledevs,2026-03-10T16:45:06.000Z,"Announcing Gemini Embedding 2  the first fully multimodal embedding model built on the Gemini architecture. Now available in preview via the Gemini API and Vertex AI. 

The new model provides semantic understanding across 100+ languages — and support for modalities across text,",54,210,1200,137117,https://x.com/googledevs/status/2031411032845885725
42,Google Research,@GoogleResearch,2026-03-10T16:35:40.000Z,"Today we’ve published two studies in 
@NatureCancer
 on how AI can improve breast cancer detection. This new research done together with 
@imperialcollege
  and 
@NHSuk
 marks a turning point in screening technology and reveals how AI can strengthen early detection efforts.",,1,41,2951,https://x.com/GoogleResearch/status/2031408658446512247
43,Google DeepMind,@GoogleDeepMind,2026-03-10T15:57:40.000Z,"Ten years after AlphaGo, we’re still building on its foundations to advance AI.

The techniques pioneered have helped us prove mathematical statements and are now assisting the scientific community in making new discoveries.

Read more from 
@DemisHassabis
 ↓",43,80,470,48367,https://x.com/GoogleDeepMind/status/2031399096267718847
44,Ammaar Reshi,@ammaar,2026-03-10T15:40:30.000Z,"Google Docs, Sheets, Slides, and Drive leap into the Gemini era  

Congrats to 
@ChanduThota
 and team on launch!",9,12,193,9453,https://x.com/ammaar/status/2031394776398921884
45,Logan Kilpatrick,@OfficialLoganK,2026-03-10T14:19:57.000Z,"Introducing the new Gemini powered Docs, Sheets, Slides, and Drive experience featuring AI Overviews, fulled editable AI made slides, and new grounding sources to make writing docs context aware 

Available today to G1 Pro and Ultra users : )",235,481,4300,446299,https://x.com/OfficialLoganK/status/2031374503599567113
46,Logan Kilpatrick,@OfficialLoganK,2026-03-10T15:15:12.000Z,"Congrats to 
@ChanduThota
 and the team, so much hard work to make this happen. Chandu and I chatted about what it took to make this possible and what comes next!!",4,7,166,23299,https://x.com/OfficialLoganK/status/2031388406446465380
47,Google Research,@GoogleResearch,2026-03-10T15:01:02.000Z,"At 11 AM today, David Fleet, Researcher at 
@GoogleDeepMind
, will be at #SALA2026 to present a Foundational Session on ""The surprising effectiveness of generative diffusion models"". He will address crucial questions about model capabilities beyond text-to-image/video generation.",1,3,38,2317,https://x.com/GoogleResearch/status/2031384843053871562
48,Sundar Pichai,@sundarpichai,2026-03-10T14:43:14.000Z,"New Gemini updates to make 
@GoogleWorkspace
 more personal, helpful and collaborative: choose your sources and create a Doc draft in seconds, build complex Sheets 9X faster, or generate on-brand Slide layouts with a simple prompt. Plus, Drive now generates summarized answers right",158,373,2900,398593,https://x.com/sundarpichai/status/2031380361696129261
49,Sundar Pichai,@sundarpichai,2026-03-10T14:43:14.000Z,Details:,8,9,128,29697,https://x.com/sundarpichai/status/2031380364414038112
50,Kevin Weil,@kevinweil,2026-03-10T14:37:44.000Z,"If true, this would be the first of 
@EpochAIResearch
's Frontier Math open problems to be resolved by AI.

""The result emerged from a single GPT-5.4 Pro run and was subsequently refined into Lean with GPT-5.4 XHigh which ran for a few hours.""",14,33,451,54074,https://x.com/kevinweil/status/2031378978527641822
51,Jerry Tworek,@MillionInt,2026-03-10T14:01:46.000Z,Recursive self-improvement is here it’s just not evenly distributed,41,60,845,41661,https://x.com/MillionInt/status/2031369929224761705
52,Google,@Google,2026-03-10T13:19:41.000Z,"Write, create and get things done faster in Docs, Sheets, Slides and Drive with these new Gemini features for Google AI Ultra and Pro subscribers",65,139,702,73324,https://x.com/Google/status/2031359339236143301
53,Google,@Google,2026-03-10T13:19:45.000Z,"Finally, with “Ask Gemini” in 
@GoogleDrive
, you can find exactly what you’re looking for and make sense of your files instantly. Simply search in natural, everyday language to get an AI Overview at the top of your results, or unlock deeper insights to ask complex questions across",2,7,38,24099,https://x.com/Google/status/2031359352452284797
54,Google,@Google,2026-03-10T13:22:00.000Z,"These new features are starting to roll out today in beta and will be first available to Google AI Ultra and Pro subscribers — available globally in English for Google Docs, Sheets and Slides, and in the U.S. for Google Drive. Learn more ↓",,8,40,22099,https://x.com/Google/status/2031359922055589946
55,Steven Johnson,@stevenbjohnson,2026-03-09T18:51:14.000Z,"ePub comes to 
@NotebookLM
! Now it's easy to build your personal AI-first library with the thousands of classic public domain books available in ePub format.",6,37,498,43930,https://x.com/stevenbjohnson/status/2031080387095703688
56,Google AI,@GoogleAI,2026-03-10T13:08:18.000Z,"Gemini in 
@GoogleWorkspace
 just got a lot more helpful. To do this, we had to tailor the model to each specific product and their user needs. 

Here's a little behind-the-scenes on how that came to life in 
@GoogleDocs
, Sheets, Slides, and 
@GoogleDrive
:",46,84,740,137313,https://x.com/GoogleAI/status/2031356471431077995
57,Google AI,@GoogleAI,2026-03-10T13:08:35.000Z,"While we don't have favorites, the evolution of Gemini in Google Sheets might be our most impressive yet. Gemini in Google Sheets has achieved a state-of-the-art benchmark, achieving a 70.48% success rate on the full SpreadsheetBench dataset. This performance not only exceeds",8,18,162,35518,https://x.com/GoogleAI/status/2031356545552847091
58,Google AI,@GoogleAI,2026-03-10T13:08:43.000Z,"Finally: Gemini is now embedded in 
@GoogleDrive
! One of our newest features, Ask Gemini, allows users to dive deeper based on the content from the files in their Drive, as well as Gmail, Calendar, and Chat. 

Let's say you just got added to an extremely high-stakes meeting (our",4,15,80,17963,https://x.com/GoogleAI/status/2031356577999900879
59,Philipp Schmid,@_philschmid,2026-03-10T13:08:30.000Z,"What if you could optimize a model overnight without any ML experience? What if an AI agent runs hundreds of training experiments autonomously, keeping only the improvements? That is the idea behind autoresearch.  
Yes, the early results are small scale, GPT-2 speedups, a 0.8B",7,19,148,13929,https://x.com/_philschmid/status/2031356521553043824
60,Philipp Schmid,@_philschmid,2026-03-10T13:03:50.000Z,,6,21,195,26110,https://x.com/_philschmid/status/2031355349526012050
61,Google for Developers,@googledevs,2026-03-10T13:00:00.000Z,"POV: You’re building for the future of XR and it actually looks... pretty? 

Jetpack Compose Glimmer isn't just a toolkit; it's a demonstration of design best practices for display AI glasses.

Start building → 
https://
goo.gle/4qJnOHW",2,6,59,5874,https://x.com/googledevs/status/2031354384890708267
62,Yossi Matias,@ymatias,2026-03-10T10:43:02.000Z,"Breast cancer affects one in every eight women in the UK, and early detection is crucial.
 Our latest research in 
@NatureCancer
 shows how AI can strengthen early detection efforts for breast cancer. In studies with 
@imperialcollege
 and the 
@NHSuk
, our experimental research",3,14,58,62291,https://x.com/ymatias/status/2031319915638985038
63,Yossi Matias,@ymatias,2026-03-10T10:43:04.000Z,"This work represents a long-term progression in our research. These findings build on our 2020 retrospective study published in Nature, which demonstrated that an earlier version of this AI system could detect cancers in a single reader setting with greater accuracy and fewer",1,1,9,492,https://x.com/ymatias/status/2031319923855597859
64,Yossi Matias,@ymatias,2026-03-10T10:43:05.000Z,"Read more in this blog: 
https://
blog.google/innovation-and
-ai/technology/health/google-ai-breast-cancer-detection/
…

Full papers in Nature Cancer:

https://
nature.com/articles/s4301
8-026-01127-0
…",,1,11,417,https://x.com/ymatias/status/2031319925982183931
65,Rohan Varma,@rohanvarma,2026-03-09T21:04:17.000Z,"If you want AI Code Review, but don't want to pay $25 per review (not a typo), check out Codex Review!

It leverages frontier Codex models, finds complex issues, and 100% usage based. Most runs should cost ~$1 or less",82,104,1300,172775,https://x.com/rohanvarma/status/2031113869666693351
66,Akshen,@akshen121,2026-03-09T15:30:53.000Z,"Chatgpt Vs Claude in Excel

TLDR: Gave ChatGPT and Claude the same credit risk modeling task in Excel. ChatGPT followed proper methodology, did variable clustering, train/test split, Excel native model, AUC 0.627 on test data. Claude skipped clustering, inflated IV with sparse",18,25,263,28862,https://x.com/akshen121/status/2031029965605699699
67,Kevin Weil,@kevinweil,2026-03-10T04:04:25.000Z,A look at the future/present,13,6,219,24537,https://x.com/kevinweil/status/2031219599707091157
68,Rhys,@RhysSullivan,2026-03-09T22:50:59.000Z,A $15-$25 PR review bot that catches an incident which would've cost the company $5m in breached SLAs and reputation is a no brainer,52,10,229,24839,https://x.com/RhysSullivan/status/2031140720883675524
69,Tibo,@thsottiaux,2026-03-10T03:51:43.000Z,"This codex issue is now fully resolved and stable for the last couple of hours. 

You have come to expect it, but yes, that means we will be reseting rate limits in a bit. Enjoy.",371,249,2700,334994,https://x.com/thsottiaux/status/2031216405266481489
70,Google Earth,@googleearth,2026-03-09T15:10:31.000Z,"We are thrilled to announce that Google’s Satellite Embedding dataset, powered by 
@GoogleDeepMind
's  AlphaEarth Foundations model, has been updated for 2025. This additional year of coverage now unlocks the ability to look back, compare, and detect change across the planet with",43,411,2900,183835,https://x.com/googleearth/status/2031024842498023718
71,Google Research,@GoogleResearch,2026-03-09T19:10:15.000Z,"Ever wonder if a computer can simulate brain activity? 

Google Research just curated a new #NotebookLM notebook asking just this. 

It features sources on:
 Predicting neural activity with AI 
 Nanoscale brain mapping 
 Synapse-level reconstructions

Start exploring the",,178,906,35070,https://x.com/GoogleResearch/status/2031085173094445322
72,Rody Davis,@rodydavis,2026-03-09T22:57:07.000Z,"@antigravity
 Officially supports .agents/skills now",38,54,751,34098,https://x.com/rodydavis/status/2031142263997518054
73,Sundar Pichai,@sundarpichai,2026-03-06T19:56:39.000Z,"Some helpful updates from across Google this week, lots more to come! 


@NotebookLM
 is introducing Cinematic Video Overviews for Ultra users in English.

Distill complex information into amazing visual deep dives - take a look",134,302,2800,175008,https://x.com/sundarpichai/status/2030009683839488177
74,Sundar Pichai,@sundarpichai,2026-03-06T19:56:40.000Z,"Canvas in AI Mode is now available for everyone in the US in English.

It offers a dedicated space to draft documents, plan travel or create custom, interactive tools right within Search.

More here:",10,21,227,15103,https://x.com/sundarpichai/status/2030009688251846835
75,Robby Stein,@rmstein,2026-03-09T23:53:12.000Z,Loving Canvas in AI Mode for spinning up travel itineraries,,,2,140,https://x.com/rmstein/status/2031156377041944913
76,Logan Kilpatrick,@OfficialLoganK,2026-03-09T17:09:37.000Z,Going to be a fun week of launches : ),429,281,3700,338465,https://x.com/OfficialLoganK/status/2031054812733755784
77,Robby Stein,@rmstein,2026-03-09T23:51:49.000Z,,,,4,422,https://x.com/rmstein/status/2031156031548731763
78,Google for Health,@GoogleForHealth,2026-03-09T20:25:10.000Z,"Catch #TheCheckUp live on YouTube on March 17.

Learn how 
@Google
 is bringing together new AI research, innovations, & partnerships to help address some of the world's most pressing health challenges. Register & add the Livestream link to your calendar  
https://
goo.gle/4sk6sTH",,10,63,3965,https://x.com/GoogleForHealth/status/2031104025936970182
79,Brad Lightcap,@bradlightcap,2026-03-09T22:10:26.000Z,,3,,70,18602,https://x.com/bradlightcap/status/2031130515248656415
80,Jason Wolfe,@w01fe,2026-03-09T22:02:33.000Z,"I signed this brief opposing the Supply Chain Risk designation against Anthropic, and supporting the importance of restrictions on domestic surveillance and autonomous weapon applications for current models.  Very grateful for all the people who worked hard to make it happen.",5,20,248,20273,https://x.com/w01fe/status/2031128533507125573
81,Alex Albert,@alexalbert__,2026-03-09T21:18:58.000Z,This has been a game changer for our internal eng and research teams. Rare to see a product get this much praise from some of the top engineers I know.,52,27,731,77493,https://x.com/alexalbert__/status/2031117564512981169
82,Anthony Morris ツ,@amorriscode,2026-03-09T20:39:36.000Z,We’re shipping more code than ever before as an industry and humans can’t keep up. Code review is one of the tools that makes that possible.,17,4,103,7556,https://x.com/amorriscode/status/2031107656832921917
83,Anthony Morris ツ,@amorriscode,2026-03-09T20:39:36.000Z,It doesn’t mean you shouldn’t test or understand the code but it does catch a surprising amount of issues that human reviewers don’t.,1,,7,1190,https://x.com/amorriscode/status/2031107659215286375
84,Claude,@claudeai,2026-03-09T19:22:10.000Z,"Introducing Code Review, a new feature for Claude Code.

When a PR opens, Claude dispatches a team of agents to hunt for bugs.",2000,8400,60000,20985798,https://x.com/claudeai/status/2031088171262554195
85,Noah Zweben,@noahzweben,2026-03-09T19:58:31.000Z,One of my favorite internal features <3,,,18,3700,https://x.com/noahzweben/status/2031097317999411305
86,Noah Zweben,@noahzweben,2026-03-09T19:57:49.000Z,One of my favorite features - a huge velocity unblock.,1,3,42,6688,https://x.com/noahzweben/status/2031097142232887761
87,Thariq,@trq212,2026-03-09T19:38:44.000Z,Code Review is so so good. One of those things I can't remember how I lived without.,169,66,1800,311621,https://x.com/trq212/status/2031092339599618364
88,Thariq,@trq212,2026-03-09T19:38:44.000Z,"shout out to 
@katchu11
 the actual GOAT",11,1,45,13997,https://x.com/trq212/status/2031092341289922811
89,Josh Woodward,@joshwoodward,2026-03-09T19:30:33.000Z,"So fun to spend part of the afternoon with some of India's builders, creators, and AI teachers in Bangalore! I learned a lot from you!",14,6,398,11931,https://x.com/joshwoodward/status/2031090281521754294
90,Boris Cherny,@bcherny,2026-03-09T19:27:06.000Z,"New in Claude Code: Code Review. A team of agents runs a deep review on every PR.

We built it for ourselves first. Code output per Anthropic engineer is up 200% this year and reviews were the bottleneck

Personally, I’ve been using it for a few weeks and have found it catches",443,616,7200,1078617,https://x.com/bcherny/status/2031089411820228645
91,Google Gemini,@GeminiApp,2026-03-09T19:21:33.000Z,"ICYMI: Nano Banana 2 recently landed in the Gemini app. 

This update brings many improvements to our image generation model:
• Improved real-world knowledge
• Advanced text rendering
• Image generation templates
• Aspect ratio control
• Character preservation",96,131,1600,152651,https://x.com/GeminiApp/status/2031088015423189102
92,Google Gemini,@GeminiApp,2026-03-09T19:21:33.000Z,"To get started:

1) Go to 
http://
gemini.google.com/image-gen or open the app.
3) Select “Create Image” from the tools menu.
4) Enter your prompt and click send.

Let us know what you’re making with it in the replies!",14,5,91,20241,https://x.com/GeminiApp/status/2031088017247711356
93,Jerry Tworek,@MillionInt,2026-03-09T19:20:25.000Z,If you’re a designer who wants to work on evangelion user interfaces and is located or wants to move to SF please send me a DM,69,73,2000,97193,https://x.com/MillionInt/status/2031087730781041020
94,Josh Woodward,@joshwoodward,2026-03-09T19:10:09.000Z,Students rejoice: ePub comes to NotebookLM!,10,21,407,26616,https://x.com/joshwoodward/status/2031085145340653713
95,Google AI Developers,@googleaidevs,2026-03-09T19:00:00.000Z,"Here are a few interesting use cases of Nano Banana 2 for games, crafts, and hobbies",12,24,438,67303,https://x.com/googleaidevs/status/2031082592787673513
96,Google AI Developers,@googleaidevs,2026-03-09T19:00:04.000Z,Turn your hobbies into claymation,2,,20,9984,https://x.com/googleaidevs/status/2031082610131107957
97,Google AI Developers,@googleaidevs,2026-03-09T19:00:05.000Z,Get the details:,,,14,8984,https://x.com/googleaidevs/status/2031082614287663364
98,Google Antigravity,@antigravity,2026-03-09T18:53:27.000Z,"Collaborate with an Asynchronous Agent.

In Antigravity, don't wait for the output. Comment on the agent's artifacts in real-time to steer the ship without stopping the engine.",57,92,1200,65526,https://x.com/antigravity/status/2031080944384311532
99,Google,@Google,2026-03-09T18:33:46.000Z,"ICYMI: our February AI recap  We:

 Released Nano Banana 2, combining Pro capabilities with Flash speed
 Introduced Lyria 3, our most advanced music generation tool yet, in the 
@GeminiApp

 Launched Gemini 3.1 Pro, our smartest and most capable AI model for problem solving",48,56,369,58502,https://x.com/Google/status/2031075991041241104
100,Google,@Google,2026-03-09T18:33:47.000Z,Learn more about our biggest AI updates from February,4,24,89,37892,https://x.com/Google/status/2031075993746571646
101,Google Play business community,@GooglePlayBiz,2026-03-09T17:20:38.000Z,"The scrappy garage prototypes. The 3 AM coffee-fueled commits. The wild passion projects that end up redefining our entire industry. 


@Official_GDC
 is ON! We could not be more hyped to sponsor this year's Independent Games Festival (IGF) Awards on March 11th and celebrate",3,7,24,7818,https://x.com/GooglePlayBiz/status/2031057587597111787
102,Philipp Schmid,@_philschmid,2026-03-09T14:58:35.000Z,"One of the most underrated features of Gemini is that i can ace minutes/hour of video understanding in seconds! Below is an example of how to analyze Youtube Videos with a single API call using the Gemini Interactions API!

Give it a try! You will be surprised how much progress",22,36,398,23578,https://x.com/_philschmid/status/2031021839728701868
103,Google AI Developers,@googleaidevs,2026-03-09T18:24:01.000Z,love to see it,,,7,1117,https://x.com/googleaidevs/status/2031073535532396984
104,Sherwin Wu,@sherwinwu,2026-03-09T18:01:02.000Z,"Can't be more excited to welcome the 
@promptfoo
 team to 
@OpenAI
!

Promptfoo built one of the most popular eval libraries out there (see 
https://
github.com/promptfoo/prom
ptfoo
…). So so many of our customers are using them. But their more recent work on red-teaming apps is even more exciting!",4,6,87,13904,https://x.com/sherwinwu/status/2031067755211038944
105,Sherwin Wu,@sherwinwu,2026-03-09T18:01:24.000Z,Full announcement below:,,,3,844,https://x.com/sherwinwu/status/2031067844373524963
106,Noam Brown,@polynoamial,2026-03-09T17:59:15.000Z,"This was written with a lot of help from ChatGPT-5.4. I found the model to be quite good at writing, very good at research/explaining, and extremely good at providing feedback.",23,21,326,43590,https://x.com/polynoamial/status/2031067306110103935
107,Google for Startups,@GoogleStartups,2026-03-09T17:45:12.000Z,"""The next modality is context-to-video."" 
Yury Lifshits, founder of 
@nimvideo
, is calling it: The future of AI isn't just generating pixels; it's understanding your brand DNA.  (1/2)",1,2,7,1092,https://x.com/GoogleStartups/status/2031063769359519865
