#,作者,账号,时间,原文,回复,转发,点赞,浏览,链接
17,Google for Developers,@googledevs,2026-04-02T20:30:01.000Z,"Go beyond chatbots. Build your next AI agent on your own device. 

Use #GoogleAIEdge to bring Gemma 4's power to the edge. Experiment in the Gallery app or deploy to any device – laptop, mobile, IoT – via LiteRT-LM.

What will you build?

Learn how:",12,73,364,32233,https://x.com/googledevs/status/2039802553878094167
18,Lydia Hallie,@lydiahallie,2026-04-02T20:22:42.000Z,"Thank you to everyone who spent time sending us feedback and reports. We've investigated and we're sorry this has been a bad experience.

Here's what we found:",868,464,2900,1576440,https://x.com/lydiahallie/status/2039800715607187906
19,Logan Kilpatrick,@OfficialLoganK,2026-04-02T20:03:55.000Z,"Today we are rolling out service tiers in the Gemini API! You can now (optionally) set ""flex"" or ""priority"".

In the case of flex, this will save you ~50% on API costs (with lower reliability).

In the case of priority, this will cost ~80% more but give you higher priority!",82,48,971,71378,https://x.com/OfficialLoganK/status/2039795986713776135
20,Logan Kilpatrick,@OfficialLoganK,2026-04-02T20:03:55.000Z,"This is available to Tier 2 and Tier 3 projects to start on most of our standard models! Hope this helps for folks trying to balance cost, reliability, and throughput! 

Read more:",10,2,73,13652,https://x.com/OfficialLoganK/status/2039795988433346803
21,Sundar Pichai,@sundarpichai,2026-04-02T19:59:39.000Z,"Thank you to 
@Stanford
  for the invitation. Excited to celebrate with the Class of 2026 and their proud parents, family and friends!  

Will have to dig out that old sweatshirt…",91,221,5100,218228,https://x.com/sundarpichai/status/2039794911961379143
22,OpenAI Developers,@OpenAIDevs,2026-04-02T19:58:35.000Z,"Bring Codex to your team without fixed seat costs.

We’re rolling out usage-based pricing for Codex in ChatGPT Business and Enterprise plans, so teams have a more flexible way to get started.",66,98,1100,173807,https://x.com/OpenAIDevs/status/2039794643513295328
23,OpenAI Developers,@OpenAIDevs,2026-04-02T19:58:37.000Z,"For a limited time:

Eligible workspaces get $100 in credits for every new Codex-only seat — up to $500 total.


https://
chatgpt.com/codex/team/sta
rt
…",3,3,140,22475,https://x.com/OpenAIDevs/status/2039794655131496872
24,OpenAI Developers,@OpenAIDevs,2026-04-02T19:58:40.000Z,Already using Codex? Now scale it across your team:,,1,67,15039,https://x.com/OpenAIDevs/status/2039794666678477123
25,Google,@Google,2026-04-02T19:23:16.000Z,"Every month, we share a recap of some of our biggest AI moments. Here’s what you may have missed from March. We: 

 Gave 
@GoogleMaps
 its biggest update in a decade 

 Made it easier to create with Gemini in 
@googledocs
, Sheets, Slides and 
@googledrive


 Launched Lyria 3",38,48,498,68730,https://x.com/Google/status/2039785757854843227
26,Google,@Google,2026-04-02T19:23:17.000Z,Learn more about our biggest AI updates from March,5,6,73,33868,https://x.com/Google/status/2039785760396599528
27,Google AI Developers,@googleaidevs,2026-04-02T19:11:12.000Z,"Balance cost & reliability with our new Flex & Priority inference tiers in the Gemini API!

Flex: Pay 50% less for cost-sensitive & latency-tolerant workloads
Priority: Highest reliability for your most critical, interactive apps (with premium pricing)

Together with the async",9,24,191,13448,https://x.com/googleaidevs/status/2039782721460027676
28,Google AI Developers,@googleaidevs,2026-04-02T19:18:02.000Z,Learn more:,1,,19,2631,https://x.com/googleaidevs/status/2039784441116275123
29,Google AI Developers,@googleaidevs,2026-04-02T19:18:17.000Z,Docs to start building :,,1,15,2299,https://x.com/googleaidevs/status/2039784503766577277
30,Greg Brockman,@gdb,2026-04-02T18:43:16.000Z,AI creates new opportunity for entrepreneurs,82,73,656,82021,https://x.com/gdb/status/2039775690963484752
31,Andrew Mayne,@AndrewMayne,2026-04-02T18:42:23.000Z,"You can be beholden to one sponsor or several. Either way it’s about keeping your audience happy. The TBPN guys are super smart and already successful enough to not get pushed into something they don’t want to do.

I think the acquisition is great for their audience and everyone",3,2,8,2131,https://x.com/AndrewMayne/status/2039775468107563495
32,John Coogan,@johncoogan,2026-04-02T17:26:59.000Z,"TBPN has been acquired by OpenAI!

The show is staying the same and we’ll continue to go live at 11am pacific every weekday.

This is a full circle moment for me as I’ve worked with 
@sama
 for well over a decade. He funded my first company in 2013. Then helped us fix a serious",1200,941,8100,2280121,https://x.com/johncoogan/status/2039756493621542915
33,Sam Altman,@sama,2026-04-02T18:35:31.000Z,"TBPN is my favorite tech show.

We want them to keep that going and for them to do what they do so well.

I don't expect them to go any easier on us, am sure I'll do my part to help enable that with occasional stupid decisions.",678,295,5300,756983,https://x.com/sama/status/2039773740586918137
34,TBPN,@tbpn,2026-04-02T17:56:47.000Z,OpenAI Acquires TBPN,99,192,835,357219,https://x.com/tbpn/status/2039763992105935141
35,gabriel,@gabriel1,2026-04-02T17:40:42.000Z,people who rationalize it being optimal to work 40h weeks don't enjoy their work,14,13,405,39247,https://x.com/gabriel1/status/2039759945915363670
36,gabriel,@gabriel1,2026-04-02T18:24:15.000Z,"bad things can happen to your company / team which increases stress and you should always be mindful of then, might need longer recoveries",1,1,13,2909,https://x.com/gabriel1/status/2039770903844892926
37,gabriel,@gabriel1,2026-04-02T18:26:38.000Z,"i have burned out really hard btw couldn't work for months, so im not unaware of what can happen. and it's clearly ultra high stress based, dont get addicted to stress",1,1,25,2583,https://x.com/gabriel1/status/2039771504544710661
38,Google,@Google,2026-04-02T18:04:24.000Z,"New AI capabilities are coming to Google Vids, including high-quality video generation powered by Veo 3.1, available at no cost. Now, anyone with a Google account can bring stories to life from just a simple prompt or photo.

Explore more of the new features",94,288,1900,171119,https://x.com/Google/status/2039765911050007036
39,Google,@Google,2026-04-02T18:04:26.000Z,"We’re also introducing new tools that connect Vids right to your browser and your favorite platforms, available for all Vids users. Quickly record your screen and yourself from anywhere on the web with our new  Google Vids Screen Recorder Chrome extension. And you’ll be able to",3,5,62,30067,https://x.com/Google/status/2039765917672911241
40,Google,@Google,2026-04-02T18:04:26.000Z,"Try it today →  
http://
vids.new",4,9,63,28677,https://x.com/Google/status/2039765919031869717
41,Evan Morikawa,@E0M,2026-04-02T15:52:07.000Z,"Watch this if you want to understand the difference between narrow intelligence and general purpose intelligence in robotics. This is what pretraining scale really gets you: The ability to improvise, and handle an unscripted world.",1,8,23,4455,https://x.com/E0M/status/2039732617365668081
42,Evan Morikawa,@E0M,2026-04-02T15:27:53.000Z,"GEN-1 is here. This feels like the earliest days of GPT-3: that there’s real evidence pretraining scaling is working, it’s starting to be actually useful, and there’s a clear path forward with surprising new emergent capabilities every few weeks",2,11,69,10040,https://x.com/E0M/status/2039726519355076926
43,Jeff Dean,@JeffDean,2026-04-02T16:55:38.000Z,"Today we're releasing Gemma 4, our new family of open foundation models, built on the same research and technology as our Gemini 3 series.  These models set a new standard for open intelligence, offering SOTA reasoning capabilities from edge-scale (2B and 4B w/ vision/audio) up",69,211,1500,71829,https://x.com/JeffDean/status/2039748604232122707
44,Andrew Mayne,@AndrewMayne,2026-04-02T17:28:14.000Z,The folks at Generalist are doing some remarkable things in robotics. Congrats on GEN-1!,,2,8,1643,https://x.com/AndrewMayne/status/2039756806818533571
45,Google for Developers,@googledevs,2026-04-02T17:25:20.000Z,"Gemma 4 is here!

Our most intelligent open models to date, are built on the same world-class research and tech as Gemini 3, and are sized to run and fine-tune efficiently on local hardware. Check out what 
@GoogleGemma
 4 brings to devs:

 Advanced Reasoning: Deep logic tasks,",32,168,1000,160869,https://x.com/googledevs/status/2039756078506754191
46,Google for Developers,@googledevs,2026-04-02T17:25:21.000Z,Start building with the Gemma 4 family:,1,7,44,7135,https://x.com/googledevs/status/2039756082931716400
47,Jerry Tworek,@MillionInt,2026-04-02T17:11:36.000Z,Dreamers of today are the builders of tomorrow,2,3,117,6094,https://x.com/MillionInt/status/2039752621247042017
48,Clément Farabet,@clmt,2026-04-02T16:06:40.000Z,"Huge news today: we're launching #Gemma4! Our most capable open models yet.

 Apache 2.0: Complete flexibility and digital sovereignty
 Advanced Reasoning: Multi-step planning and deep logic
 Agentic Workflows: Native support for function-calling and structured",2,7,85,2822,https://x.com/clmt/status/2039736282876936590
49,Anthropic,@AnthropicAI,2026-04-02T16:59:42.000Z,"New Anthropic research: Emotion concepts and their function in a large language model.

All LLMs sometimes act like they have emotions. But why? We found internal representations of emotion concepts that can drive Claude’s behavior, sometimes in surprising ways.",789,3100,13000,2318258,https://x.com/AnthropicAI/status/2039749628737019925
50,Anthropic,@AnthropicAI,2026-04-02T16:59:49.000Z,It helps to remember that Claude is a character the model is playing. Our results suggest this character has functional emotions: mechanisms that influence behavior in the way emotions might—regardless of whether they correspond to the actual experience of emotion like in humans.,39,92,835,89781,https://x.com/AnthropicAI/status/2039749658654781895
51,Anthropic,@AnthropicAI,2026-04-02T16:59:50.000Z,"These functional emotions have real consequences. To build AI systems we can trust, we may need to think carefully about the psychology of the characters they enact, and ensure they remain stable in difficult situations.

Read the full paper: 
https://
transformer-circuits.pub/2026/emotions/
index.html
…",57,82,774,73943,https://x.com/AnthropicAI/status/2039749660349239532
52,Google Gemini,@GeminiApp,2026-04-02T16:59:17.000Z,"We want to see what you’ve been making with Lyria 3 Pro in Gemini. 

Share your creations in the replies",108,20,617,67193,https://x.com/GeminiApp/status/2039749522138742885
53,Greg Brockman,@gdb,2026-04-02T16:56:50.000Z,"OpenAI for helping resolve longstanding open mathematical problems, with short elegant proofs. Feels like we are on the edge of a new age of scientific discovery.",103,49,758,129076,https://x.com/gdb/status/2039748906645381633
54,OpenAI,@OpenAI,2026-04-02T16:56:01.000Z,"ChatGPT is now available in CarPlay.

The voice mode you know, now available on-the-go.

Rolling out to iPhone users running iOS 26.4+ where CarPlay is supported.",543,1100,8800,3147159,https://x.com/OpenAI/status/2039748699350532097
55,Tulsee Doshi,@tulseedoshi,2026-04-02T16:34:59.000Z,Excited to see what you build with Gemma 4!,2,2,62,3340,https://x.com/tulseedoshi/status/2039743407535632726
56,Andrew Mayne,@AndrewMayne,2026-04-02T16:25:43.000Z,The argument that “You can build faster if you just deploy in space” loses credibility when you realize that you can build quickly and easily on earth if you deploy compute on the edge in the same places you build cell towers and fiber junctions. If a data center can be,,2,10,1434,https://x.com/AndrewMayne/status/2039741074269483303
57,Google AI Developers,@googleaidevs,2026-04-02T16:15:16.000Z,"Welcome to the family, 
@GoogleGemma
 

Gemma 4 are our most intelligent open models designed to run efficiently on every device, engineered to give developers total control over their deployments.",16,64,551,159014,https://x.com/googleaidevs/status/2039738445954965657
58,Google AI Developers,@googleaidevs,2026-04-02T16:15:17.000Z,"Download the weights:

@huggingface
 → 
https://
huggingface.co/collections/go
ogle/gemma-4
…

@kaggle
 → 
https://
kaggle.com/models/google/
gemma-4
…

@ollama
 → 
https://
ollama.com/library/gemma4",1,2,29,4701,https://x.com/googleaidevs/status/2039738449658593582
59,Google AI Developers,@googleaidevs,2026-04-02T16:15:17.000Z,Learn more about Gemma 4 ↓,,,18,3648,https://x.com/googleaidevs/status/2039738450858189183
60,Sundar Pichai,@sundarpichai,2026-04-02T16:13:15.000Z,"Gemma 4 is here, and it’s packing an incredible amount of intelligence per parameter",113,145,1800,99469,https://x.com/sundarpichai/status/2039737935764058117
61,Demis Hassabis,@demishassabis,2026-04-02T16:08:03.000Z,"Excited to launch Gemma 4: the best open models in the world for their respective sizes. Available in 4 sizes that can be fine-tuned for your specific task: 31B dense for great raw performance, 26B MoE for low latency, and effective 2B & 4B for edge device use - happy building!",256,919,7000,645541,https://x.com/demishassabis/status/2039736628659269901
62,Philipp Schmid,@_philschmid,2026-04-02T16:11:34.000Z,LFGTM!,,,15,2297,https://x.com/_philschmid/status/2039737515117105469
63,Logan Kilpatrick,@OfficialLoganK,2026-04-02T16:03:59.000Z,"Introducing Gemma 4, our series of open weight (Apache 2.0 licensed) models, which are byte for byte the most capable open models in the world!

Gemma 4 is build to run on your hardware: phones, laptops, and desktops.

Frontier intelligence with a 26B MOE and a 31B Dense model!",279,751,5800,409882,https://x.com/OfficialLoganK/status/2039735606268314071
64,Philipp Schmid,@_philschmid,2026-04-02T16:11:22.000Z,LFGTM!,2,,18,2671,https://x.com/_philschmid/status/2039737465720717636
65,Google,@Google,2026-04-02T16:06:26.000Z,"We just released Gemma 4  — our most intelligent open models to date.

Built from the same world-class research as Gemini 3, Gemma 4 brings breakthrough intelligence directly to your own hardware for advanced reasoning and agentic workflows.

Released under a commercially",473,3300,16000,4916326,https://x.com/Google/status/2039736220834480233
66,Google,@Google,2026-04-02T16:06:28.000Z,"We heard your feedback about the need for an open source license, so Gemma 4 is officially released under a commercially permissive Apache 2.0 license.

Now, you have total control over your data, infrastructure and models to build freely and deploy securely across any",10,45,635,146350,https://x.com/Google/status/2039736229600612767
67,Google,@Google,2026-04-02T16:06:28.000Z,"Start experimenting with Gemma 4 now in 
@GoogleAIStudio
 or download the model weights from 
@HuggingFace
, 
@Kaggle
 and 
@Ollama
.

Learn more → 
http://
goo.gle/48ef4TB",16,71,642,405140,https://x.com/Google/status/2039736231915880820
68,Philipp Schmid,@_philschmid,2026-04-02T16:06:22.000Z,"Gemma 4 is here! Our most capable, agentic open model, built on the same research as Gemini 3. 

Reasoning. Multimodal. Four sizes (2B to 31B). Base + Instruct. 

Released under Apache 2.0. Runs on your phone, laptop, or servers.

↓",13,36,489,23840,https://x.com/_philschmid/status/2039736204824915998
69,Philipp Schmid,@_philschmid,2026-04-02T16:06:23.000Z,"What you need to know about 
@googlegemma
 4:

 4 sizes (E2B, E4B, 26B4A, 31B)
 Up to 256K context window
 Native function-calling, structured JSON output
 + audio on edge models (E2B/E4B)
 Trained on 140+ languages
 31B ranks #3 open model on Arena AI
 Apache 2.0",1,4,37,3383,https://x.com/_philschmid/status/2039736207676965264
70,Philipp Schmid,@_philschmid,2026-04-02T16:06:23.000Z,"Start building with Gemma 4 now.

Try in 
@GoogleAIStudio
 → 
https://
aistudio.google.com/prompts/new_ch
at?model=gemma-4-31b-it&e=0
…


@HuggingFace
 → 
https://
huggingface.co/collections/go
ogle/gemma-4
…


@Kaggle
 → 
https://
kaggle.com/models/google/
gemma-4
…
or in your favorite ecosystem tool!

Blog →",,2,17,2411,https://x.com/_philschmid/status/2039736210243965249
71,Google DeepMind,@GoogleDeepMind,2026-04-02T16:03:21.000Z,"Meet Gemma 4: our new family of open models you can run on your own hardware.

Built for advanced reasoning and agentic workflows, we’re releasing them under an Apache 2.0 license. Here’s what’s new",280,1400,7000,2808449,https://x.com/GoogleDeepMind/status/2039735446628925907
72,Google DeepMind,@GoogleDeepMind,2026-04-02T16:03:23.000Z,"Build autonomous agents that plan, navigate apps, and execute multi-step tasks – like searching databases or triggering APIs – with native tool use.

With up to 256K context, it can analyze full codebases and retain complex action histories without losing focus.",13,52,644,105611,https://x.com/GoogleDeepMind/status/2039735455533453316
73,Google DeepMind,@GoogleDeepMind,2026-04-02T16:06:21.000Z,"Start building with Gemma 4 now in 
@GoogleAIStudio
.

You can also download the model weights from 
@HuggingFace
, 
@Kaggle
, or 
@Ollama
. Find out more → 
https://
goo.gle/41IC3lY",7,30,520,91305,https://x.com/GoogleDeepMind/status/2039736203193241623
74,Google AI,@GoogleAI,2026-04-02T16:03:44.000Z,"Today, we’re launching Gemma 4, our most intelligent open models to date. Built with the same breakthrough technology as Gemini 3, Gemma 4 brings advanced reasoning to your personal hardware and devices.

Here’s what Gemma 4 unlocks for developers:

— Intelligence-per-parameter:",106,382,1800,281433,https://x.com/GoogleAI/status/2039735543068504476
75,Google AI,@GoogleAI,2026-04-02T16:03:45.000Z,"And just in case you’re wondering, ""..What’s an open model?"", we’ve got you covered:

Basically, open models are AI systems where the model weights are publicly available for anyone to download, study, fine-tune and use on your own hardware (phones, computers, etc.). Open models",1,10,83,16657,https://x.com/GoogleAI/status/2039735546310737934
76,Google AI,@GoogleAI,2026-04-02T16:03:45.000Z,Read all about Gemma 4 in our blog:,4,9,77,14622,https://x.com/GoogleAI/status/2039735548353429667
77,Jerry Tworek,@MillionInt,2026-04-02T15:02:01.000Z,Do things that compound,8,4,166,4903,https://x.com/MillionInt/status/2039720009753321841
78,Philipp Schmid,@_philschmid,2026-04-02T07:30:04.000Z,@googlegemma,7,5,146,8497,https://x.com/_philschmid/status/2039606274141163891
79,Demis Hassabis,@demishassabis,2026-04-01T23:44:36.000Z,,250,325,4200,577772,https://x.com/demishassabis/status/2039489134465614068
80,Philipp Schmid,@_philschmid,2026-04-02T05:31:35.000Z,,1,,24,2470,https://x.com/_philschmid/status/2039576456636797038
81,Philipp Schmid,@_philschmid,2026-04-02T05:21:52.000Z,Gemma,4,5,126,12705,https://x.com/_philschmid/status/2039574010690687221
82,fredrika,@fredrikalindh,2026-04-02T04:47:11.000Z,we at cursor finally use pretext to wrap the h1 on the landing page,23,10,406,42776,https://x.com/fredrikalindh/status/2039565284626047310
83,Daniel Beauchamp,@pushmatrix,2026-03-31T13:23:12.000Z,"Huh, so that's why text is called a string",426,1700,20000,966847,https://x.com/pushmatrix/status/2038970365477593280
84,Tibo,@thsottiaux,2026-04-02T03:46:34.000Z,Codex growth goes weeee. And it's not even next week. Who even works on April 1st.,133,47,1300,86904,https://x.com/thsottiaux/status/2039550028444991515
85,Thariq,@trq212,2026-04-01T04:41:38.000Z,/buddy,487,353,4000,515577,https://x.com/trq212/status/2039201498996035924
86,Thariq,@trq212,2026-04-01T04:42:26.000Z,"cant believe I got a SNAIL 
@alistaiir
 pls",21,,197,45937,https://x.com/trq212/status/2039201699907469344
87,Anthony Morris ツ,@amorriscode,2026-04-02T03:35:41.000Z,at least it wasn't a chonk,,,1,961,https://x.com/amorriscode/status/2039547288276893721
88,OpenAI Newsroom,@OpenAINewsroom,2026-04-02T01:16:15.000Z,"OpenAI Co-founder and President 
@gdb
 sits down with 
@alexkantrowitz
 on 
@BigTechPod
 to talk AI and how it can empower everyone.",90,46,497,32231,https://x.com/OpenAINewsroom/status/2039512199862059343
89,Logan Kilpatrick,@OfficialLoganK,2026-04-01T23:32:12.000Z,Gemma,157,211,2000,312841,https://x.com/OfficialLoganK/status/2039486016751366431
90,Ammaar Reshi,@ammaar,2026-04-02T00:06:53.000Z,"Time for 
@o_lacombe
 to show us what he’s been cooking with team",,,15,2239,https://x.com/ammaar/status/2039494742518456348
91,Kane 謝凱堯,@kane,2026-04-01T19:28:37.000Z,oh no someone call the moon police,121,1000,17000,467063,https://x.com/kane/status/2039424714481992136
92,Anthony Morris ツ,@amorriscode,2026-04-01T23:13:18.000Z,just sayin,8,1,147,44347,https://x.com/amorriscode/status/2039481260125651148
93,Thariq,@trq212,2026-04-01T23:51:06.000Z,they don’t use claude code,20,1,113,9148,https://x.com/trq212/status/2039490772085707020
94,Anthony Morris ツ,@amorriscode,2026-04-01T23:51:56.000Z,"the rocket is orange, it is claude code",1,,23,1895,https://x.com/amorriscode/status/2039490980311925189
95,Anthony Morris ツ,@amorriscode,2026-04-01T22:58:11.000Z,"If you're working on GitHub repos in Claude Code desktop, you can attach GitHub Issues as context.

I'm the bottleneck to Claude's productivity. One of the best ways to let Claude cook is to give it access to as much context  as possible and this is one way I do it!",27,20,170,11302,https://x.com/amorriscode/status/2039477454142910845
96,Thariq,@trq212,2026-04-01T23:31:47.000Z,sick,3,,13,3189,https://x.com/trq212/status/2039485910459515365
97,David Ondrej,@DavidOndrej1,2026-04-01T11:05:53.000Z,GPT 5.4 Mini is an incredible model.,40,9,383,41144,https://x.com/DavidOndrej1/status/2039298198963990535
98,OpenAI Developers,@OpenAIDevs,2026-04-01T23:16:50.000Z,"Keep the work and the ticket in sync.


@linear
 plugin in the Codex app.",55,33,622,60336,https://x.com/OpenAIDevs/status/2039482146369458526
99,Tibo,@thsottiaux,2026-04-01T23:16:28.000Z,"Ah nevermind, I actually remember we decided to have the core open-source for Codex because it would be awesome to see the ecosystem flourish as it's all so nascent and fun. And we would learn a lot in return. Phew.",34,29,855,70711,https://x.com/thsottiaux/status/2039482054686196116
100,Sundar Pichai,@sundarpichai,2026-04-01T23:02:58.000Z,"And we have liftoff!  Wishing the best to the Artemis II crew on their incredible journey ahead.

Imagining the amazing view they have, looking down at Earth from space would be a beautiful thing.",133,238,5900,130479,https://x.com/sundarpichai/status/2039478659741049153
101,Google,@Google,2026-04-01T22:23:06.000Z,"Today’s #GoogleDoodle celebrates the launch of Artemis II, the 
@NASA
 mission that will send astronauts around the moon and back for the first time in over 50 years. During the approximately 10-day voyage, the crew will test the spacecraft’s systems while traveling farther into",77,489,2700,442957,https://x.com/Google/status/2039468626701352976
102,shimrit ben-yair,@shimritby,2026-04-01T21:55:07.000Z,"Sweet news for our Google AI Pro subscribers!  We know your memories and projects need space to grow, so we’re expanding Google AI Pro’s storage offering from 2TB to 5TB — at no additional cost. Now you have a little extra room to create more with Google AI and securely store",150,272,1400,175811,https://x.com/shimritby/status/2039461584771440782
103,gabriel,@gabriel1,2026-04-01T21:50:23.000Z,"i gaslight codex for a living. it makes me some beautiful code, but i tell it that it's the most disgusting complex code i have ever witnessed. and somehow it improves the code further, making the most consumable code in existance",57,35,1100,55136,https://x.com/gabriel1/status/2039460390124539943
104,gabriel,@gabriel1,2026-04-01T21:44:43.000Z,"perception and feedback loops make codex 100x stronger

""hey codex copy parts of my entire setup so you can run it, navigate in it, screenshot to understand, and continue iterating until you solve the problem, and then remove all diffs until you have the minimal fix""",32,19,737,32335,https://x.com/gabriel1/status/2039458965822767255
105,gabriel,@gabriel1,2026-04-01T21:44:59.000Z,perception seems so incredibly important,1,,40,4761,https://x.com/gabriel1/status/2039459031497252877
106,gabriel,@gabriel1,2026-04-01T21:46:19.000Z,i dont like xhigh but this is an xhigh type prompt,3,,44,4407,https://x.com/gabriel1/status/2039459366932525326
107,Thariq,@trq212,2026-04-01T21:23:46.000Z,"not an April Fools joke, we rewrote the Claude Code renderer to use a virtual viewport

you can use your mouse, the prompt input stays at the bottom, and a lot more small UX wins people have been asking for

it's experimental so give us your feedback",271,100,2000,266705,https://x.com/trq212/status/2039453692592873587
108,Google for Developers,@googledevs,2026-04-01T21:00:27.000Z,"When building, what task do you find AI the most helpful for?",11,7,49,9199,https://x.com/googledevs/status/2039447827739541948
109,Google Research,@GoogleResearch,2026-04-01T20:29:25.000Z,"Today we announce that AI Quests, a gamified AI literacy experience developed by Google Research in collaboration with the Stanford Accelerator for Learning, is expanding to eight additional languages, including Spanish and Malay! 

Learn more →
https://
goo.gle/3NSBfrE

You can",33,134,1000,82174,https://x.com/GoogleResearch/status/2039440016812961886
110,Demis Hassabis,@demishassabis,2026-04-01T20:24:16.000Z,"Thanks for the great chat 
@HarryStebbings
 - and congrats on all your amazing successes!",35,55,1400,161896,https://x.com/demishassabis/status/2039438720022065632
111,Tibo,@thsottiaux,2026-04-01T20:16:52.000Z,"Announcing Codex. 

A new product from OpenAI that moves beyond coding, into cooking. We were already cooking before, but now *you* can cook too ... with Codex. It is powered by the same technology as our other Codex products. You can just cook things.",182,88,1500,102826,https://x.com/thsottiaux/status/2039436859055751258
112,alistair,@alistaiir,2026-04-01T19:48:27.000Z,"Happy April Fools!

For the next few days, Claude Code gets five rarities across 18 species of buddies that talk to you as you code.

Upgrade and send `/buddy` to unbox yours.

(these tokens don't contribute to your usage limits!)",61,25,413,58183,https://x.com/alistaiir/status/2039429708014829764
113,Jerry Tworek,@MillionInt,2026-04-01T19:35:26.000Z,"This tweet made me ask chatgpt about ""retardmaxxing vs stoicism"", but I think there is an argument somewhere there about pretraining vs RL",,,29,5899,https://x.com/MillionInt/status/2039426430229197275
114,Claude,@claudeai,2026-03-30T19:03:59.000Z,"Auto mode for Claude Code is now available on the Enterprise plan and for API users.

To try it out, update your install and run claude --enable-auto-mode.",610,463,4800,849007,https://x.com/claudeai/status/2038693742094246032
115,Google Cloud Tech,@GoogleCloudTech,2026-03-31T00:39:10.000Z,,8,149,736,129862,https://x.com/GoogleCloudTech/status/2038778093104779537
